date,amount,mcc
2010-03-18,42.36,5814
2010-03-19,12.29,5541
2010-03-19,33.75,5814
2010-03-20,11.00,5912
2010-03-20,36.79,5812
2010-03-21,67.51,7922
2010-03-21,34.04,5812
2010-03-22,14.97,5411
2010-03-23,-64.00,5541
2010-03-23,64.00,5541
2010-03-23,32.65,5541
2010-03-24,13.11,5411
2010-03-24,160.09,8049
2010-03-24,19.05,5815
2010-03-25,38.15,5812
2010-03-26,4.90,7542
2010-03-26,101.81,7922
2010-03-26,34.33,5812
2010-03-28,30.34,5812
2010-03-29,41.69,5411
2010-03-29,1.91,5499
2010-03-29,35.11,5812
2010-03-30,12.11,5300
2010-03-31,26.68,5814
2010-04-01,27.44,7832
2010-04-01,75.72,5651
2010-04-01,28.71,7393
2010-04-02,33.73,5300
2010-04-02,1.84,5499
2010-04-02,14.59,7832
2010-04-02,19.86,5812
2010-04-03,74.69,5719
2010-04-03,39.94,5812
2010-04-04,50.00,5499
2010-04-04,-50.00,5499
2010-04-04,35.32,5499
2010-04-04,11.88,5300
2010-04-04,28.58,5812
2010-04-05,11.28,5411
2010-04-06,63.13,4900
2010-04-06,10.60,5411
2010-04-06,21.16,5815
2010-04-06,36.94,5815
2010-04-06,33.10,5812
2010-04-07,2.80,7542
2010-04-07,25.63,5815
2010-04-07,54.93,5812
2010-04-08,1.58,5499
2010-04-08,24.07,5812
2010-04-09,35.17,7349
2010-04-09,37.16,4900
2010-04-10,58.92,4900
2010-04-10,46.62,5812
2010-04-11,39.61,5812
2010-04-12,86.99,4900
2010-04-12,9.00,5912
2010-04-12,21.23,7230
2010-04-13,7.94,5970
2010-04-13,41.07,5814
2010-04-15,182.13,5311
2010-04-16,135.34,8041
2010-04-16,33.16,5812
2010-04-17,74.08,7538
2010-04-17,42.87,5812
2010-04-17,48.27,5814
2010-04-17,27.82,7393
2010-04-18,26.49,5812
2010-04-19,63.00,5541
2010-04-19,-63.00,5541
2010-04-19,38.82,5541
2010-04-20,48.64,7538
2010-04-21,-82.00,5541
2010-04-21,39.16,5541
2010-04-21,82.00,5541
2010-04-21,39.94,5814
2010-04-22,94.00,5541
2010-04-22,31.20,5541
2010-04-22,-94.00,5541
2010-04-22,18.58,5300
2010-04-23,75.77,4900
2010-04-23,171.49,5912
2010-04-23,33.61,5812
2010-04-24,9.31,7210
2010-04-27,7.55,5912
2010-04-27,48.73,5812
2010-04-28,32.54,5499
2010-04-28,71.00,5499
2010-04-28,-71.00,5499
2010-04-28,1.91,5499
2010-04-29,94.00,5541
2010-04-29,-94.00,5541
2010-04-29,33.09,5541
2010-04-29,17.84,5300
2010-04-29,37.37,5812
2010-04-30,153.00,3640
2010-04-30,582.28,3066
2010-04-30,18.21,5912
2010-04-30,1.57,5499
2010-04-30,34.46,5814
2010-04-30,38.33,5812
2010-05-01,13.59,5912
2010-05-01,61.30,7538
2010-05-01,-153.00,3640
2010-05-01,157.13,3640
2010-05-01,35.83,5814
2010-05-02,45.85,5310
2010-05-02,34.92,5310
2010-05-02,83.07,4814
2010-05-02,16.48,5541
2010-05-02,94.84,7538
2010-05-03,51.52,5311
2010-05-03,12.08,5921
2010-05-04,227.00,4814
2010-05-04,34.85,5812
2010-05-05,39.71,5812
2010-05-05,38.72,7393
2010-05-06,30.96,5814
2010-05-07,34.10,5912
2010-05-08,24.31,5311
2010-05-09,65.00,5499
2010-05-09,-65.00,5499
2010-05-09,42.04,5499
2010-05-09,25.34,5812
2010-05-10,17.37,5211
2010-05-10,24.47,5814
2010-05-11,23.58,5815
2010-05-14,250.88,4814
2010-05-14,-92.00,5541
2010-05-14,31.40,5541
2010-05-14,92.00,5541
2010-05-15,-100.00,5499
2010-05-15,29.39,5499
2010-05-15,100.00,5499
2010-05-15,2.02,5499
2010-05-15,26.78,7393
2010-05-16,44.20,5311
2010-05-17,-77.00,5541
2010-05-17,77.00,5541
2010-05-17,37.60,5541
2010-05-18,48.89,7922
2010-05-18,40.29,5812
2010-05-19,46.36,4900
2010-05-19,-94.00,5499
2010-05-19,42.72,5499
2010-05-19,94.00,5499
2010-05-19,39.32,5814
2010-05-20,4.21,7542
2010-05-20,44.52,5812
2010-05-21,15.15,5300
2010-05-21,33.61,5812
2010-05-22,29.76,7393
2010-05-23,17.91,5251
2010-05-24,32.67,5812
2010-05-25,80.41,4900
2010-05-25,46.58,5814
2010-05-26,32.44,5411
2010-05-26,11.99,5912
2010-05-26,37.45,5812
2010-05-27,52.00,5499
2010-05-27,-52.00,5499
2010-05-27,29.27,5499
2010-05-28,26.85,7832
2010-05-29,24.75,7832
2010-05-29,34.05,5812
2010-05-30,86.72,7995
2010-05-31,78.80,4899
2010-05-31,87.35,7922
2010-06-01,36.50,5812
2010-06-02,120.00,4829
2010-06-02,48.25,5812
2010-06-03,25.22,5815
2010-06-03,35.71,5814
2010-06-06,11.97,5411
2010-06-07,195.83,5300
2010-06-07,42.71,5814
2010-06-08,98.86,7538
2010-06-09,79.89,7538
2010-06-09,146.92,5912
2010-06-09,38.13,5814
2010-06-10,22.51,5815
2010-06-10,18.90,5812
2010-06-12,47.90,5812
2010-06-14,221.34,4814
2010-06-14,18.77,5251
2010-06-14,8.18,5300
2010-06-15,16.01,5211
2010-06-16,19.74,5912
2010-06-16,31.88,7832
2010-06-16,26.54,5812
2010-06-17,43.12,5814
2010-06-18,22.12,5812
2010-06-19,36.82,5912
2010-06-19,23.79,5814
2010-06-20,1.64,5499
2010-06-20,2.85,5311
2010-06-20,45.16,5812
2010-06-22,15.34,5300
2010-06-22,10.48,7832
2010-06-23,15.95,5211
2010-06-23,6.99,7542
2010-06-24,59.25,4900
2010-06-24,38.86,5812
2010-06-24,23.61,5812
2010-06-25,34.91,5912
2010-06-25,33.94,5814
2010-06-26,42.02,5814
2010-06-26,22.04,5812
2010-06-27,34.11,5812
2010-06-28,237.18,4814
2010-06-28,33.50,5812
2010-06-28,75.50,5310
2010-06-29,37.29,7349
2010-06-30,87.81,7922
2010-06-30,36.12,5812
2010-07-02,138.80,5541
2010-07-02,96.47,7922
2010-07-02,42.85,5812
2010-07-03,22.57,7832
2010-07-04,39.10,5812
2010-07-05,23.28,7832
2010-07-06,-52.00,5541
2010-07-06,52.00,5541
2010-07-06,37.02,5541
2010-07-07,46.65,5812
2010-07-08,17.75,5300
2010-07-08,36.86,5812
2010-07-09,23.84,7832
2010-07-10,44.62,5912
2010-07-10,23.64,5300
2010-07-10,43.03,5812
2010-07-11,13.22,5541
2010-07-11,31.82,5499
2010-07-11,92.00,5499
2010-07-11,-92.00,5499
2010-07-11,24.25,5812
2010-07-13,25.19,5310
2010-07-14,23.89,7230
2010-07-15,27.44,5812
2010-07-17,18.68,5812
2010-07-19,-60.00,5499
2010-07-19,60.00,5499
2010-07-19,34.10,5499
2010-07-20,100.00,5541
2010-07-20,-100.00,5541
2010-07-20,28.92,5541
2010-07-22,69.00,5541
2010-07-22,33.10,5541
2010-07-22,-69.00,5541
2010-07-22,13.77,5300
2010-07-22,115.15,5411
2010-07-23,53.41,4900
2010-07-23,26.52,5812
2010-07-24,12.20,7393
2010-07-25,11.08,5912
2010-07-25,20.87,5300
2010-07-25,19.38,5251
2010-07-25,-82.00,5499
2010-07-25,25.83,5499
2010-07-25,82.00,5499
2010-07-25,56.00,5499
2010-07-25,42.04,5499
2010-07-25,-56.00,5499
2010-07-25,36.23,5814
2010-07-26,22.16,7230
2010-07-27,8.15,7210
2010-07-27,85.00,7922
2010-07-27,92.21,7922
2010-07-27,45.59,5812
2010-07-28,137.78,8099
2010-07-28,172.31,5912
2010-07-28,37.24,5812
2010-07-29,81.60,5300
2010-07-29,29.68,5812
2010-07-31,12.64,5411
2010-07-31,18.15,5411
2010-07-31,180.08,5311
2010-08-01,13.04,5912
2010-08-01,74.37,4899
2010-08-01,33.96,5912
2010-08-02,19.90,5300
2010-08-02,40.67,5812
2010-08-03,18.29,5411
2010-08-03,2.14,5499
2010-08-03,31.62,5812
2010-08-04,20.75,5815
2010-08-04,66.03,5651
2010-08-06,28.91,5411
2010-08-06,6.97,7542
2010-08-06,87.51,7922
2010-08-06,77.47,5300
2010-08-06,24.17,7393
2010-08-07,261.81,4814
2010-08-08,36.54,5812
2010-08-08,37.46,5812
2010-08-09,34.03,5814
2010-08-10,49.27,5942
2010-08-11,236.86,4814
2010-08-11,60.99,7922
2010-08-11,35.30,5814
2010-08-12,12.68,5921
2010-08-12,53.27,6300
2010-08-12,36.87,5812
2010-08-13,2.81,7542
2010-08-13,91.77,7922
2010-08-13,1.91,5499
2010-08-13,26.68,5812
2010-08-14,8.38,7210
2010-08-14,-95.00,5541
2010-08-14,32.44,5541
2010-08-14,95.00,5541
2010-08-14,33.36,5812
2010-08-16,206.09,4814
2010-08-17,18.88,5912
2010-08-19,100.00,4829
2010-08-19,37.44,5812
2010-08-20,30.39,7538
2010-08-20,33.39,5812
2010-08-21,23.23,7230
2010-08-21,75.72,7995
2010-08-21,26.81,7832
2010-08-21,24.99,5812
2010-08-22,101.86,7922
2010-08-22,16.15,5815
2010-08-23,26.29,5812
2010-08-24,13.38,5912
2010-08-25,80.14,5300
2010-08-26,16.30,5812
2010-08-27,27.07,5970
2010-08-27,28.79,7832
2010-08-28,88.80,7922
2010-08-28,27.09,5812
2010-08-29,11.89,5541
2010-08-29,1.76,5499
2010-08-30,89.43,5912
2010-08-30,31.90,5812
2010-08-30,46.49,5814
2010-08-31,1.77,5499
2010-09-01,207.61,4814
2010-09-01,26.71,5812
2010-09-02,1.95,5499
2010-09-02,30.33,5812
2010-09-02,39.04,5814
2010-09-04,157.77,7996
2010-09-04,37.88,5541
2010-09-04,91.00,5541
2010-09-04,-91.00,5541
2010-09-05,-95.00,5499
2010-09-05,95.00,5499
2010-09-05,37.08,5499
2010-09-05,21.90,7832
2010-09-06,37.07,5411
2010-09-06,26.14,7230
2010-09-06,1.74,5499
2010-09-06,29.37,5814
2010-09-07,39.50,5814
2010-09-08,72.39,4900
2010-09-08,13.61,5211
2010-09-08,34.05,7349
2010-09-08,26.26,5211
2010-09-08,22.60,5812
2010-09-09,185.65,5912
2010-09-09,75.53,7538
2010-09-09,19.80,5815
2010-09-09,46.46,5812
2010-09-10,28.15,5300
2010-09-11,27.07,7230
2010-09-11,76.13,7922
2010-09-11,1.89,5499
2010-09-12,33.65,5812
2010-09-13,16.07,5211
2010-09-13,117.67,5411
2010-09-13,1.60,5499
2010-09-14,37.66,5411
2010-09-14,122.21,8099
2010-09-14,171.39,8011
2010-09-14,232.01,8111
2010-09-14,32.42,5812
2010-09-15,26.02,5310
2010-09-16,12.67,5912
2010-09-16,22.23,5812
2010-09-17,12.20,5411
2010-09-17,19.81,7832
2010-09-17,29.45,7393
2010-09-18,32.58,5541
2010-09-18,-70.00,5541
2010-09-18,70.00,5541
2010-09-19,14.42,5912
2010-09-19,17.60,5541
2010-09-19,52.00,5541
2010-09-19,-52.00,5541
2010-09-19,34.86,5812
2010-09-20,103.89,7922
2010-09-20,36.69,5812
2010-09-22,99.65,7922
2010-09-22,32.94,5814
2010-09-23,68.80,4900
2010-09-23,7.82,5541
2010-09-23,12.68,5912
2010-09-23,90.59,7922
2010-09-23,40.75,5814
2010-09-24,57.00,5541
2010-09-24,24.83,5541
2010-09-24,-57.00,5541
2010-09-25,13.87,5912
2010-09-26,2.10,5499
2010-09-26,1.61,5499
2010-09-26,40.61,5812
2010-09-27,1.20,5499
2010-09-27,33.00,5812
2010-09-28,37.71,5499
2010-09-28,96.00,5499
2010-09-28,-96.00,5499
2010-09-29,10.95,5411
2010-09-29,36.39,5812
2010-09-30,133.42,5300
2010-09-30,40.97,5814
2010-10-01,80.00,5541
2010-10-01,-80.00,5541
2010-10-01,24.35,5541
2010-10-02,31.10,5411
2010-10-02,37.12,5812
2010-10-03,44.30,5970
2010-10-03,199.72,4814
2010-10-03,21.41,7230
2010-10-03,15.03,5311
2010-10-03,33.53,5812
2010-10-04,14.42,5411
2010-10-04,40.94,5499
2010-10-04,79.00,5499
2010-10-04,-79.00,5499
2010-10-04,35.09,5812
2010-10-05,32.61,5812
2010-10-07,26.19,5812
2010-10-08,46.22,5310
2010-10-08,27.89,5812
2010-10-09,138.45,5311
2010-10-10,-61.00,5499
2010-10-10,61.00,5499
2010-10-10,39.86,5499
2010-10-10,28.18,7832
2010-10-10,22.89,5812
2010-10-11,32.49,5812
2010-10-12,33.34,7393
2010-10-13,28.71,5812
2010-10-14,140.61,5300
2010-10-14,41.14,5814
2010-10-17,1.59,5499
2010-10-17,31.12,5812
2010-10-18,39.04,5211
2010-10-18,34.96,5812
2010-10-18,50.98,5812
2010-10-19,102.54,7922
2010-10-19,20.60,5812
2010-10-20,39.07,5812
2010-10-20,35.79,7393
2010-10-21,36.44,5912
2010-10-23,12.28,5541
2010-10-23,24.60,7832
2010-10-24,12.73,5912
2010-10-24,82.19,7538
2010-10-24,35.92,5814
2010-10-25,47.48,4900
2010-10-25,11.02,5411
2010-10-25,2.56,5499
2010-10-25,1.24,5499
2010-10-25,37.55,5814
2010-10-25,44.36,5814
2010-10-26,525.93,3132
2010-10-27,1.54,5499
2010-10-28,215.78,4814
2010-10-28,77.00,5499
2010-10-28,34.37,5499
2010-10-28,-77.00,5499
2010-10-28,157.00,3395
2010-10-28,104.00,3596
2010-10-28,31.97,7832
2010-10-28,34.44,5814
2010-10-29,12.03,5921
2010-10-30,90.00,5541
2010-10-30,-90.00,5541
2010-10-30,38.03,5541
2010-10-30,172.21,3596
2010-10-30,24.79,5812
2010-10-30,-104.00,3596
2010-10-30,37.56,5812
2010-10-30,-157.00,3395
2010-10-30,140.24,3395
2010-10-31,26.97,8021
2010-10-31,39.86,5812
2010-11-01,35.19,5499
2010-11-01,99.00,5499
2010-11-01,-99.00,5499
2010-11-01,37.10,5812
2010-11-02,33.57,5719
2010-11-02,113.61,4814
2010-11-02,38.63,7538
2010-11-03,60.71,4900
2010-11-03,163.30,5912
2010-11-03,29.34,5812
2010-11-05,48.32,5311
2010-11-06,64.18,5300
2010-11-07,58.29,4900
2010-11-07,122.54,5300
2010-11-07,40.51,5812
2010-11-08,50.50,7538
2010-11-08,32.47,5814
2010-11-08,12.26,5814
2010-11-09,73.20,4900
2010-11-09,73.17,7538
2010-11-10,93.19,7922
2010-11-10,28.00,5812
2010-11-12,37.00,5541
2010-11-12,-91.00,5541
2010-11-12,91.00,5541
2010-11-14,46.09,5812
2010-11-16,97.84,5311
2010-11-16,45.10,5814
2010-11-17,-67.00,5499
2010-11-17,67.00,5499
2010-11-17,42.76,5499
2010-11-17,1.29,5499
2010-11-18,7.04,5411
2010-11-18,44.37,5814
2010-11-19,9.46,5912
2010-11-19,152.47,8011
2010-11-19,8.62,5310
2010-11-19,24.39,5814
2010-11-20,14.15,5411
2010-11-20,186.15,7996
2010-11-20,-87.00,5541
2010-11-20,87.00,5541
2010-11-20,39.85,5541
2010-11-20,33.29,5812
2010-11-21,26.38,5815
2010-11-22,120.98,7922
2010-11-23,89.67,7922
2010-11-23,1.63,5499
2010-11-23,39.14,7393
2010-11-24,30.96,5814
2010-11-25,73.78,7538
2010-11-25,1.59,5499
2010-11-25,2.51,5310
2010-11-26,9.00,5912
2010-11-26,39.66,5814
2010-11-27,79.46,4900
2010-11-27,29.67,7832
2010-11-27,27.19,5812
2010-11-27,28.52,5211
2010-11-28,17.44,5411
2010-11-28,35.15,7349
2010-11-28,70.11,7922
2010-11-30,37.01,5311
2010-11-30,27.68,5814
2010-12-01,1.57,5499
2010-12-01,1.19,5411
2010-12-02,-59.00,5541
2010-12-02,59.00,5541
2010-12-02,35.64,5541
2010-12-02,35.95,5812
2010-12-03,36.40,5912
2010-12-03,29.52,5310
2010-12-04,41.37,5541
2010-12-04,41.37,5541
2010-12-04,50.00,5541
2010-12-04,-98.00,5541
2010-12-04,98.00,5541
2010-12-04,-50.00,5541
2010-12-04,23.24,7832
2010-12-05,62.90,7538
2010-12-05,2.07,5499
2010-12-05,44.55,5812
2010-12-05,32.00,7393
2010-12-06,72.00,5499
2010-12-06,-72.00,5499
2010-12-06,29.30,5499
2010-12-06,41.64,5812
2010-12-07,35.17,5812
2010-12-08,41.71,5812
2010-12-08,38.89,5814
2010-12-09,43.83,5814
2010-12-10,79.00,5541
2010-12-10,17.13,5541
2010-12-10,-79.00,5541
2010-12-11,9.30,5411
2010-12-11,157.42,5300
2010-12-11,21.65,7832
2010-12-11,37.20,5814
2010-12-14,119.10,5300
2010-12-14,34.18,5812
2010-12-14,34.86,5814
2010-12-15,220.82,4814
2010-12-15,40.00,4829
2010-12-15,36.28,5499
2010-12-15,72.00,5499
2010-12-15,-72.00,5499
2010-12-15,97.68,7922
2010-12-15,1.66,5499
2010-12-15,42.90,5814
2010-12-16,168.31,8011
2010-12-17,11.47,5541
2010-12-18,-59.00,5541
2010-12-18,59.00,5541
2010-12-18,30.43,5541
2010-12-18,62.26,7538
2010-12-18,68.93,7922
2010-12-19,10.90,5541
2010-12-19,32.69,5814
2010-12-20,37.62,5812
2010-12-21,153.85,8099
2010-12-21,32.88,5541
2010-12-21,-64.00,5541
2010-12-21,64.00,5541
2010-12-21,40.68,5814
2010-12-22,75.04,7538
2010-12-22,19.66,5814
2010-12-23,18.14,5311
2010-12-23,40.28,5812
2010-12-24,2.13,5499
2010-12-24,2.40,5942
2010-12-24,2.08,5942
2010-12-24,50.64,5812
2010-12-25,35.74,5814
2010-12-26,64.42,4900
2010-12-26,163.08,4899
2010-12-26,55.97,7995
2010-12-28,150.92,5411
2010-12-28,30.53,5812
2010-12-29,167.49,5912
2010-12-29,39.57,5812
2010-12-31,201.05,8011
2010-12-31,125.63,4899
2010-12-31,22.95,7832
2010-12-31,37.81,5812
2010-12-31,38.65,5812
2011-01-01,32.45,5812
2011-01-01,57.25,5812
2011-01-01,37.94,7393
2011-01-03,23.12,5814
2011-01-04,64.28,4900
2011-01-04,100.00,4829
2011-01-04,-56.00,5541
2011-01-04,37.31,5541
2011-01-04,56.00,5541
2011-01-05,82.98,7922
2011-01-06,26.34,5912
2011-01-06,10.52,5814
2011-01-07,13.09,5541
2011-01-07,100.00,5499
2011-01-07,40.44,5499
2011-01-07,-100.00,5499
2011-01-07,90.25,7922
2011-01-08,20.46,7230
2011-01-08,14.73,5912
2011-01-08,146.23,5310
2011-01-09,23.28,7832
2011-01-09,24.02,5812
2011-01-10,40.38,5499
2011-01-10,-67.00,5499
2011-01-10,67.00,5499
2011-01-10,2.04,5499
2011-01-10,71.10,5651
2011-01-10,40.48,5814
2011-01-11,37.25,5814
2011-01-13,20.43,7230
2011-01-13,90.84,7922
2011-01-14,36.93,5719
2011-01-15,9.37,5912
2011-01-15,27.50,7832
2011-01-15,29.76,5814
2011-01-16,59.00,5541
2011-01-16,-59.00,5541
2011-01-16,37.89,5541
2011-01-17,199.06,7996
2011-01-17,137.28,5912
2011-01-17,52.84,5812
2011-01-18,265.04,4814
2011-01-18,43.04,5814
2011-01-19,11.16,5411
2011-01-19,32.74,5812
2011-01-19,38.43,5812
2011-01-20,13.01,5921
2011-01-20,-73.00,5541
2011-01-20,36.84,5541
2011-01-20,73.00,5541
2011-01-21,160.00,4829
2011-01-21,36.04,5812
2011-01-24,46.33,5814
2011-01-25,1.31,5499
2011-01-25,34.22,5814
2011-01-26,28.55,5812
2011-01-27,96.00,5541
2011-01-27,-96.00,5541
2011-01-27,37.58,5541
2011-01-27,31.67,5814
2011-01-28,14.28,5921
2011-01-28,89.67,5310
2011-01-29,61.60,4900
2011-01-29,1.37,5499
2011-01-30,90.00,5499
2011-01-30,54.54,5499
2011-01-30,-90.00,5499
2011-01-30,86.57,7922
2011-01-30,2.25,5499
2011-01-30,43.10,5812
2011-01-31,10.63,5912
2011-01-31,2.06,5499
2011-02-01,25.57,7230
2011-02-02,14.99,5300
2011-02-02,28.17,7393
2011-02-03,21.58,5812
2011-02-04,128.23,8041
2011-02-05,74.19,7538
2011-02-05,22.52,7832
2011-02-05,33.56,5814
2011-02-08,38.13,5814
2011-02-09,21.56,5814
2011-02-10,69.00,5541
2011-02-10,-69.00,5541
2011-02-10,35.83,5541
2011-02-10,75.51,5300
2011-02-10,45.57,5812
2011-02-11,249.00,3640
2011-02-11,37.37,5814
2011-02-12,227.30,7996
2011-02-12,82.73,7922
2011-02-12,1.91,5499
2011-02-12,1.92,5499
2011-02-12,30.01,5814
2011-02-13,88.00,5499
2011-02-13,-88.00,5499
2011-02-13,41.12,5499
2011-02-13,-249.00,3640
2011-02-13,142.36,3640
2011-02-13,18.23,5311
2011-02-13,34.91,5812
2011-02-14,36.77,5814
2011-02-15,86.24,7922
2011-02-15,24.56,5211
2011-02-15,35.20,5812
2011-02-16,19.34,5311
2011-02-16,171.10,5311
2011-02-16,39.31,5814
2011-02-17,19.91,5311
2011-02-17,17.88,5815
2011-02-17,23.78,5815
2011-02-17,40.86,5814
2011-02-19,37.75,5812
2011-02-19,20.95,5814
2011-02-20,33.47,5812
2011-02-20,35.31,5814
2011-02-21,99.00,5499
2011-02-21,-99.00,5499
2011-02-21,35.90,5499
2011-02-21,32.33,7832
2011-02-21,2.34,5310
2011-02-23,11.30,5912
2011-02-23,42.10,6300
2011-02-24,39.83,5812
2011-02-26,204.15,7996
2011-02-26,41.61,5812
2011-02-27,117.97,8011
2011-02-27,34.15,5812
2011-02-28,100.00,4829
2011-02-28,21.35,5815
2011-02-28,42.21,5812
2011-02-28,37.60,5814
2011-02-28,35.38,5814
2011-03-01,13.21,5411
2011-03-01,66.90,6300
2011-03-02,43.04,5211
2011-03-02,65.98,7538
2011-03-02,24.95,7832
2011-03-03,27.40,5719
2011-03-03,2.69,5300
2011-03-03,23.97,7832
2011-03-03,15.88,5815
2011-03-03,33.01,5814
2011-03-04,27.13,5300
2011-03-04,89.87,7922
2011-03-05,-69.00,5541
2011-03-05,37.63,5541
2011-03-05,69.00,5541
2011-03-05,1.71,5499
2011-03-05,37.06,5812
2011-03-06,9.68,5411
2011-03-06,44.02,5812
2011-03-07,36.11,7922
2011-03-08,14.80,5541
2011-03-08,14.27,5912
2011-03-08,74.98,5300
2011-03-08,49.35,5812
2011-03-09,120.00,4829
2011-03-09,1.50,5499
2011-03-09,23.41,5815
2011-03-10,-73.00,5541
2011-03-10,73.00,5541
2011-03-10,25.40,5541
2011-03-10,163.82,5300
2011-03-10,76.54,5311
2011-03-11,32.57,5499
2011-03-11,83.00,5499
2011-03-11,-83.00,5499
2011-03-11,136.87,5912
2011-03-11,48.37,5812
2011-03-11,41.35,5814
2011-03-12,52.69,7538
2011-03-13,191.11,5541
2011-03-15,8.40,5912
2011-03-16,1.52,5499
2011-03-17,93.00,5541
2011-03-17,-93.00,5541
2011-03-17,26.85,5541
2011-03-20,48.60,5812
2011-03-21,20.44,7230
2011-03-21,29.31,5814
2011-03-22,60.38,4900
2011-03-22,25.87,5814
2011-03-23,61.11,4900
2011-03-23,34.24,5812
2011-03-24,17.07,5310
2011-03-24,21.53,5814
2011-03-25,11.70,5912
2011-03-25,25.71,5812
