date,amount,mcc
2010-01-27,120.0,4829
2010-01-27,87.01,5311
2010-01-27,60.0,4829
2010-01-28,100.0,4829
2010-01-28,80.0,4829
2010-01-28,71.08,5300
2010-01-28,88.68,5411
2010-01-28,100.0,4829
2010-01-28,100.0,4829
2010-01-29,100.0,4829
2010-01-29,8.71,5311
2010-01-29,81.35,5912
2010-01-29,11.41,5921
2010-01-30,100.0,4829
2010-01-30,12.93,5661
2010-01-30,120.0,4829
2010-01-30,74.36,5541
2010-01-30,12.98,5411
2010-01-30,11.1,5411
2010-01-30,100.0,4829
2010-01-31,100.0,4829
2010-01-31,64.1,7538
2010-01-31,107.06,5541
2010-01-31,45.04,5300
2010-01-31,120.0,4829
2010-02-01,100.0,4829
2010-02-01,138.01,5541
2010-02-01,11.04,5815
2010-02-01,100.0,4829
2010-02-01,120.0,4829
2010-02-02,100.0,4829
2010-02-02,100.0,4829
2010-02-02,50.12,7538
2010-02-02,100.0,4829
2010-02-03,100.0,4829
2010-02-03,120.0,4829
2010-02-03,80.0,4829
2010-02-03,12.98,5310
2010-02-03,26.15,5311
2010-02-04,100.0,4829
2010-02-04,100.0,4829
2010-02-04,100.0,4829
2010-02-04,57.47,5411
2010-02-04,88.01,5411
2010-02-04,73.61,5311
2010-02-04,100.0,4829
2010-02-05,80.0,4829
2010-02-05,80.0,4829
2010-02-05,60.0,4829
2010-02-05,29.47,7832
2010-02-05,51.17,5311
2010-02-05,108.83,5311
2010-02-05,13.41,5815
2010-02-05,11.68,5541
2010-02-05,80.0,4829
2010-02-05,100.0,4829
2010-02-06,80.0,4829
2010-02-06,33.37,5651
2010-02-06,40.0,4829
2010-02-06,124.67,5411
2010-02-06,72.01,5541
2010-02-06,19.45,5411
2010-02-06,80.0,4829
2010-02-07,140.0,4829
2010-02-07,60.0,4829
2010-02-07,120.0,4829
2010-02-07,51.01,7538
2010-02-07,100.0,4829
2010-02-08,140.0,4829
2010-02-08,120.0,4829
2010-02-08,91.88,5411
2010-02-08,80.0,4829
2010-02-09,100.0,4829
2010-02-09,80.0,4829
2010-02-09,94.98,5912
2010-02-09,15.43,5815
2010-02-09,100.0,4829
2010-02-09,80.0,4829
2010-02-10,100.0,4829
2010-02-10,33.47,4784
2010-02-10,31.16,5812
2010-02-10,80.0,4829
2010-02-10,467.0,3405
2010-02-10,164.0,3640
2010-02-11,100.0,4829
2010-02-11,23.53,7230
2010-02-11,88.02,5912
2010-02-11,19.23,5812
2010-02-11,14.78,5411
2010-02-11,60.0,4829
2010-02-11,100.0,4829
2010-02-12,120.0,4829
2010-02-12,80.0,4829
2010-02-12,12.18,5541
2010-02-12,100.0,4829
2010-02-13,100.0,4829
2010-02-13,80.76,5311
2010-02-13,21.13,5812
2010-02-13,17.62,5411
2010-02-13,140.0,4829
2010-02-14,100.0,4829
2010-02-14,80.0,4829
2010-02-14,100.0,4829
2010-02-14,28.76,5812
2010-02-14,16.21,5541
2010-02-14,80.0,4829
2010-02-15,120.0,4829
2010-02-15,100.0,4829
2010-02-15,31.51,5311
2010-02-15,42.95,7538
2010-02-15,14.33,5411
2010-02-16,100.0,4829
2010-02-16,100.0,4829
2010-02-16,81.39,5300
2010-02-16,36.76,5411
2010-02-16,100.0,4829
2010-02-17,40.0,4829
2010-02-17,12.08,5411
2010-02-17,120.0,4829
2010-02-18,92.2,5912
2010-02-18,83.25,5912
2010-02-18,9.27,5815
2010-02-18,11.67,5411
2010-02-19,80.0,4829
2010-02-19,100.0,4829
2010-02-19,80.0,4829
2010-02-19,56.03,7538
2010-02-19,68.54,5912
2010-02-19,11.77,5411
2010-02-19,120.0,4829
2010-02-20,132.0,4900
2010-02-20,80.0,4829
2010-02-20,100.0,4829
2010-02-20,32.37,5814
2010-02-20,100.0,4829
2010-02-20,8.92,5411
2010-02-20,13.1,5411
2010-02-20,120.0,4829
2010-02-21,100.0,4829
2010-02-21,695.8,3132
2010-02-21,100.0,4829
2010-02-21,37.54,5812
2010-02-21,13.91,5541
2010-02-21,100.0,4829
2010-02-22,120.0,4829
2010-02-22,100.0,4829
2010-02-22,100.0,4829
2010-02-22,28.74,5814
2010-02-22,11.08,5541
2010-02-22,7.99,5541
2010-02-22,100.0,4829
2010-02-23,100.0,4829
2010-02-23,100.0,4829
2010-02-23,13.31,5411
2010-02-23,120.0,4829
2010-02-24,100.0,4829
2010-02-24,100.0,4829
2010-02-24,60.0,4829
2010-02-25,80.0,4829
2010-02-25,80.0,4829
2010-02-25,67.22,5300
2010-02-25,48.56,7538
2010-02-25,26.15,5812
2010-02-25,11.81,5541
2010-02-25,80.0,4829
2010-02-26,99.49,5912
2010-02-26,15.33,5921
2010-02-26,60.0,4829
2010-02-27,35.82,5300
2010-02-27,10.66,5921
2010-02-27,120.0,4829
2010-02-28,140.0,4829
2010-02-28,80.0,4829
2010-02-28,120.0,4829
2010-02-28,80.0,4829
2010-02-28,-164.0,3640
2010-02-28,124.01,3640
2010-02-28,246.79,3405
2010-02-28,-467.0,3405
2010-02-28,101.23,5541
2010-03-01,120.0,4829
2010-03-01,80.0,4829
2010-03-01,92.2,5300
2010-03-01,34.84,5411
2010-03-01,100.0,4829
2010-03-02,80.0,4829
2010-03-02,100.0,4829
2010-03-02,96.08,5411
2010-03-02,108.14,5300
2010-03-02,100.0,4829
2010-03-03,116.82,4900
2010-03-03,100.0,4829
2010-03-03,60.0,4829
2010-03-03,88.12,5311
2010-03-03,100.0,4829
2010-03-04,100.0,4829
2010-03-04,16.96,7210
2010-03-04,47.08,7538
2010-03-04,78.77,5311
2010-03-04,11.94,5921
2010-03-04,60.0,4829
2010-03-05,100.0,4829
2010-03-05,116.35,4722
2010-03-05,80.0,4829
2010-03-05,56.75,7538
2010-03-05,58.84,5912
2010-03-05,14.84,5541
2010-03-05,100.0,4829
2010-03-06,100.0,4829
2010-03-06,48.97,7538
2010-03-06,135.24,6300
2010-03-06,80.83,5311
2010-03-06,9.67,5921
2010-03-06,120.0,4829
2010-03-07,100.0,4829
2010-03-07,80.0,4829
2010-03-07,80.0,4829
2010-03-07,77.18,5912
2010-03-07,73.29,5411
2010-03-07,100.0,4829
2010-03-08,80.0,4829
2010-03-08,100.0,4829
2010-03-08,80.0,4829
2010-03-08,109.66,5411
2010-03-08,80.0,4829
2010-03-09,100.0,4829
2010-03-09,120.0,4829
2010-03-09,12.53,5411
2010-03-09,10.6,5541
2010-03-09,70.0,5541
2010-03-09,-70.0,5541
2010-03-09,88.95,5300
2010-03-09,35.35,5812
2010-03-09,120.0,4829
2010-03-10,120.0,4829
2010-03-10,100.0,4829
2010-03-10,100.0,4829
2010-03-10,100.0,4829
2010-03-10,88.25,5311
2010-03-11,95.04,5311
2010-03-11,35.9,5814
2010-03-11,120.0,4829
2010-03-12,80.0,4829
2010-03-12,80.0,4829
2010-03-12,100.0,4829
2010-03-12,78.76,5912
2010-03-12,60.0,4829
2010-03-13,114.59,4900
2010-03-13,94.63,5541
2010-03-13,120.0,4829
2010-03-13,16.51,5411
2010-03-14,120.0,4829
2010-03-14,80.0,4829
2010-03-14,100.0,4829
2010-03-14,80.0,4829
2010-03-15,54.78,5300
2010-03-15,140.0,4829
2010-03-16,100.0,4829
2010-03-16,83.63,5912
2010-03-16,100.0,4829
2010-03-17,48.45,7538
2010-03-17,72.32,5912
2010-03-17,100.0,4829
2010-03-18,80.0,4829
2010-03-18,313.0,3509
2010-03-18,16.47,5921
2010-03-18,80.0,4829
2010-03-19,100.0,4829
2010-03-19,60.0,4829
2010-03-19,100.0,4829
2010-03-19,35.75,5812
2010-03-19,12.83,5921
2010-03-19,140.0,4829
2010-03-20,100.0,4829
2010-03-20,114.79,7011
2010-03-20,-313.0,3509
2010-03-20,95.49,3509
2010-03-20,94.56,5411
2010-03-20,50.85,5311
2010-03-20,13.14,5541
2010-03-20,100.0,4829
2010-03-21,100.0,4829
2010-03-21,19.2,7230
2010-03-21,63.02,5541
2010-03-21,89.77,5300
2010-03-21,17.62,5411
2010-03-21,60.0,4829
2010-03-22,42.23,5300
2010-03-22,40.0,4829
2010-03-22,99.13,5300
2010-03-22,103.89,5912
2010-03-22,19.96,5921
2010-03-23,100.0,4829
2010-03-23,80.0,4829
2010-03-23,45.19,7538
2010-03-23,77.91,5300
2010-03-23,12.37,5815
2010-03-23,100.0,4829
2010-03-24,100.0,4829
2010-03-24,100.0,4829
2010-03-25,11.12,7210
2010-03-25,88.07,5311
2010-03-25,87.34,5541
2010-03-25,100.0,4829
2010-03-26,80.0,4829
2010-03-26,36.58,5310
2010-03-26,80.0,4829
2010-03-26,81.15,5300
2010-03-26,15.94,5411
2010-03-26,80.0,4829
2010-03-26,60.0,4829
2010-03-27,100.0,4829
2010-03-27,120.0,4829
2010-03-27,84.77,5541
2010-03-27,80.0,4829
2010-03-28,100.0,4829
2010-03-28,87.0,5499
2010-03-28,-87.0,5499
2010-03-28,15.82,5499
2010-03-28,90.47,5912
2010-03-28,100.0,4829
2010-03-29,100.0,4829
2010-03-30,100.0,4829
2010-03-30,80.0,4829
2010-03-30,13.16,7210
2010-03-30,76.35,5541
2010-03-30,96.38,5541
2010-03-30,80.0,4829
2010-03-30,100.0,4829
2010-03-31,120.0,4829
2010-03-31,120.0,4829
2010-03-31,89.69,5541
2010-03-31,100.0,4829
2010-04-01,60.0,4829
2010-04-01,100.0,4829
2010-04-01,60.0,4829
2010-04-01,47.33,7538
2010-04-01,79.17,5411
2010-04-01,60.0,4829
2010-04-02,100.0,4829
2010-04-02,60.0,4829
2010-04-02,84.2,5411
2010-04-02,12.25,5541
2010-04-02,100.0,4829
2010-04-03,96.99,4900
2010-04-03,120.0,4829
2010-04-03,106.01,5541
2010-04-03,34.38,5812
2010-04-03,44.73,5942
2010-04-03,100.0,4829
2010-04-03,80.0,4829
2010-04-04,80.0,4829
2010-04-04,80.0,4829
2010-04-04,100.0,4829
2010-04-04,42.09,7538
2010-04-04,9.69,5310
2010-04-04,95.02,5541
2010-04-04,80.0,4829
2010-04-05,120.0,4829
2010-04-05,69.14,5912
2010-04-05,15.53,5921
2010-04-05,100.0,4829
2010-04-06,100.0,4829
2010-04-06,86.33,5411
2010-04-06,34.61,5814
2010-04-06,100.0,4829
2010-04-07,120.0,4829
2010-04-07,93.11,5411
2010-04-07,60.0,4829
2010-04-08,100.0,4829
2010-04-08,100.0,4829
2010-04-08,100.0,4829
2010-04-08,80.0,4829
2010-04-09,120.0,4829
2010-04-09,80.0,4829
2010-04-09,9.38,5300
2010-04-09,100.0,4829
2010-04-09,119.14,5912
2010-04-09,98.43,5311
2010-04-09,87.82,5912
2010-04-09,12.21,5411
2010-04-09,100.0,4829
2010-04-10,40.0,4829
2010-04-10,100.0,4829
2010-04-10,30.41,5661
2010-04-10,22.79,5311
2010-04-10,60.0,4829
2010-04-10,86.68,5300
2010-04-10,60.08,5411
2010-04-10,80.0,4829
2010-04-11,100.0,4829
2010-04-11,21.13,7230
2010-04-11,44.49,5812
2010-04-11,100.0,4829
2010-04-12,120.0,4829
2010-04-12,120.0,4829
2010-04-12,72.02,5912
2010-04-12,100.0,4829
2010-04-13,60.0,4829
2010-04-13,109.07,5311
2010-04-13,100.0,4829
2010-04-14,120.0,4829
2010-04-14,100.0,4829
2010-04-14,96.94,5411
2010-04-14,98.21,5912
2010-04-14,60.0,4829
2010-04-15,100.0,4829
2010-04-15,54.0,5499
2010-04-15,-54.0,5499
2010-04-15,13.76,5499
2010-04-15,83.58,5912
2010-04-15,12.12,5541
2010-04-16,100.0,4829
2010-04-16,59.95,5651
2010-04-16,81.26,5541
2010-04-16,11.94,5921
2010-04-16,120.0,4829
2010-04-17,80.0,4829
2010-04-17,100.0,4829
2010-04-17,82.74,5912
2010-04-18,100.0,4829
2010-04-18,100.0,4829
2010-04-18,105.2,4131
2010-04-18,102.03,5912
2010-04-18,120.0,4829
2010-04-19,100.0,4829
2010-04-19,120.0,4829
2010-04-19,56.41,5541
2010-04-19,29.17,5814
2010-04-19,58.83,5411
2010-04-19,100.0,4829
2010-04-20,120.0,4829
2010-04-20,140.0,4829
2010-04-21,80.0,4829
2010-04-21,93.29,5541
2010-04-21,80.0,4829
2010-04-22,140.0,4829
2010-04-22,209.0,3596
2010-04-22,100.0,4829
2010-04-22,9.29,5541
2010-04-22,100.0,4829
2010-04-22,80.0,4829
2010-04-23,100.0,4829
2010-04-23,27.24,5812
2010-04-23,120.0,4829
2010-04-23,80.0,4829
2010-04-24,100.0,4829
2010-04-24,120.0,4829
2010-04-24,120.0,4829
2010-04-24,129.25,3596
2010-04-24,-209.0,3596
2010-04-24,120.0,4829
2010-04-25,80.0,4829
2010-04-25,78.84,5311
2010-04-25,42.41,5812
2010-04-25,12.63,5411
2010-04-25,80.0,4829
2010-04-26,100.0,4829
2010-04-26,120.0,4829
2010-04-26,140.0,4829
2010-04-27,60.0,4829
2010-04-27,120.0,4829
2010-04-27,58.65,5411
2010-04-27,9.27,5921
2010-04-27,140.0,4829
2010-04-28,120.0,4829
2010-04-28,100.0,4829
2010-04-28,80.0,4829
2010-04-28,100.0,4829
2010-04-28,100.0,4829
2010-04-28,140.0,4829
2010-04-29,662.49,3001
2010-04-29,60.0,4829
2010-04-29,100.0,4829
2010-04-29,80.0,4829
2010-04-29,61.68,7538
2010-04-29,41.34,5541
2010-04-30,100.0,4829
2010-04-30,100.0,4829
2010-04-30,34.39,5661
2010-04-30,100.0,4829
2010-04-30,80.0,4829
2010-04-30,83.04,5912
2010-04-30,11.83,5541
2010-04-30,120.0,4829
2010-05-01,60.0,4829
2010-05-01,100.0,4829
2010-05-01,26.13,7230
2010-05-01,35.39,7832
2010-05-01,80.72,5311
2010-05-01,100.0,4829
2010-05-02,80.0,4829
2010-05-02,120.0,4829
2010-05-02,94.51,5300
2010-05-02,100.0,4829
2010-05-03,100.0,4829
2010-05-03,182.0,4722
2010-05-03,112.97,5912
2010-05-03,452.0,3780
2010-05-03,29.65,5812
2010-05-03,16.32,5411
2010-05-04,100.0,4829
2010-05-04,100.0,4829
2010-05-04,80.0,4829
2010-05-04,100.0,4829
2010-05-04,100.0,4829
2010-05-04,60.0,4829
2010-05-04,120.0,4829
2010-05-05,120.0,4829
2010-05-05,100.0,4829
2010-05-05,27.74,5812
2010-05-05,-452.0,3780
2010-05-05,68.43,3780
2010-05-05,-182.0,4722
2010-05-05,177.28,4722
2010-05-06,100.0,4829
2010-05-06,48.2,5912
2010-05-06,15.77,5541
2010-05-06,120.0,4829
2010-05-07,100.0,4829
2010-05-07,100.0,4829
2010-05-07,91.06,5411
2010-05-07,14.35,5921
2010-05-07,100.0,4829
2010-05-08,60.0,4829
2010-05-08,60.14,7538
2010-05-08,68.39,5300
2010-05-08,35.07,5812
2010-05-09,80.0,4829
2010-05-09,120.0,4829
2010-05-09,80.0,4829
2010-05-09,112.86,5912
2010-05-09,108.28,5300
2010-05-09,80.0,4829
2010-05-09,14.8,5921
2010-05-10,80.0,4829
2010-05-10,120.0,4829
2010-05-10,80.0,4829
2010-05-10,12.08,5541
2010-05-11,100.0,4829
2010-05-11,120.0,4829
2010-05-11,120.0,4829
2010-05-11,83.29,5300
2010-05-11,99.63,5311
2010-05-11,120.0,4829
2010-05-12,100.0,4829
2010-05-12,120.0,4829
2010-05-12,33.89,5655
2010-05-12,65.0,5541
2010-05-12,-65.0,5541
2010-05-12,15.72,5541
2010-05-12,86.96,5300
2010-05-12,81.32,5411
2010-05-12,100.0,4829
2010-05-13,80.0,4829
2010-05-13,180.36,6300
2010-05-14,100.0,4829
2010-05-14,100.0,4829
2010-05-14,32.98,5651
2010-05-14,48.7,5651
2010-05-14,80.0,4829
2010-05-14,102.59,5311
2010-05-14,80.0,4829
2010-05-14,60.0,4829
2010-05-15,140.0,4829
2010-05-15,100.0,4829
2010-05-15,11.67,5921
2010-05-15,80.0,4829
2010-05-16,100.0,4829
2010-05-16,83.88,5912
2010-05-16,100.0,4829
2010-05-17,80.0,4829
2010-05-17,120.0,4829
2010-05-17,82.07,5541
2010-05-17,81.08,5541
2010-05-17,9.18,5411
2010-05-18,140.17,4900
2010-05-18,20.0,4829
2010-05-18,93.75,5541
2010-05-18,100.0,4829
2010-05-18,100.0,4829
2010-05-19,105.4,4900
2010-05-19,80.0,4829
2010-05-19,33.92,5300
2010-05-19,100.0,4829
2010-05-19,10.5,7542
2010-05-19,105.99,5311
2010-05-19,28.04,5311
2010-05-19,120.0,4829
2010-05-20,100.0,4829
2010-05-20,68.91,5311
2010-05-20,9.98,5912
2010-05-20,95.8,5912
2010-05-20,36.24,5812
2010-05-21,100.0,4829
2010-05-21,100.0,4829
2010-05-21,30.62,5651
2010-05-21,80.0,4829
2010-05-21,77.85,5411
2010-05-21,9.14,5541
2010-05-21,100.0,4829
2010-05-22,100.0,4829
2010-05-22,100.0,4829
2010-05-22,74.82,5311
2010-05-22,28.49,5812
2010-05-22,120.0,4829
2010-05-23,43.41,7538
2010-05-23,77.8,5541
2010-05-23,88.37,5300
2010-05-23,41.94,5300
2010-05-24,100.0,4829
2010-05-24,100.0,4829
2010-05-24,93.63,5311
2010-05-24,31.42,5812
2010-05-24,100.0,4829
2010-05-25,120.0,4829
2010-05-25,98.79,5912
2010-05-25,100.0,4829
2010-05-25,100.0,4829
2010-05-26,120.0,4829
2010-05-26,35.68,5661
2010-05-26,100.0,4829
2010-05-26,80.16,5300
2010-05-26,80.0,4829
2010-05-27,100.0,4829
2010-05-27,40.0,4829
2010-05-27,12.97,5411
2010-05-27,37.36,5541
2010-05-27,419.33,3075
2010-05-27,100.0,4829
2010-05-28,100.0,4829
2010-05-28,120.0,4829
2010-05-28,13.4,5411
2010-05-28,100.62,5300
2010-05-28,11.66,5411
2010-05-28,80.0,4829
2010-05-29,100.0,4829
2010-05-29,-76.0,5541
2010-05-29,76.0,5541
2010-05-29,9.3,5541
2010-05-29,85.34,5411
2010-05-29,120.0,4829
2010-05-30,100.0,4829
2010-05-30,14.62,5411
2010-05-30,14.5,5411
2010-05-30,100.0,4829
2010-05-30,120.0,4829
2010-05-30,100.0,4829
2010-05-31,100.0,4829
2010-05-31,120.0,4829
2010-05-31,100.0,4829
2010-05-31,100.0,4829
2010-05-31,100.0,4829
2010-05-31,45.9,7538
2010-05-31,51.79,5912
2010-05-31,78.5,5411
2010-05-31,80.0,4829
2010-06-01,100.0,4829
2010-06-01,60.0,4829
2010-06-01,120.0,4829
2010-06-01,47.12,5541
2010-06-01,100.0,4829
2010-06-02,80.0,4829
2010-06-02,19.95,5300
2010-06-02,80.0,4829
2010-06-02,98.3,5311
2010-06-02,69.63,5300
2010-06-02,80.0,4829
2010-06-03,80.0,4829
2010-06-03,394.0,3359
2010-06-03,108.0,3722
2010-06-04,11.85,5411
2010-06-05,30.19,5719
2010-06-05,17.53,5921
2010-06-06,-108.0,3722
2010-06-06,128.29,3722
2010-06-06,-394.0,3359
2010-06-06,175.76,3359
2010-06-06,59.7,5411
2010-06-06,100.0,4829
2010-06-07,60.0,4829
2010-06-07,120.0,4829
2010-06-07,83.93,5411
2010-06-07,97.94,5912
2010-06-07,10.76,5921
2010-06-07,100.0,4829
2010-06-08,80.0,4829
2010-06-08,120.0,4829
2010-06-08,8.82,7542
2010-06-08,106.23,5300
2010-06-08,87.93,5912
2010-06-08,40.25,5719
2010-06-08,100.0,4829
2010-06-09,100.0,4829
2010-06-09,60.0,4829
2010-06-09,86.6,5541
2010-06-09,197.41,8043
2010-06-09,213.04,8043
2010-06-09,8.34,5815
2010-06-10,100.0,4829
2010-06-10,45.82,5651
2010-06-10,120.0,4829
2010-06-10,42.69,5300
2010-06-10,40.59,5411
2010-06-10,15.54,5411
2010-06-10,100.0,4829
2010-06-11,84.11,5411
2010-06-11,12.44,5411
2010-06-11,80.0,4829
2010-06-12,100.0,4829
2010-06-12,100.0,4829
2010-06-12,97.94,5300
2010-06-12,11.36,5411
2010-06-12,11.3,5411
2010-06-12,100.0,4829
2010-06-13,100.0,4829
2010-06-13,40.0,4829
2010-06-13,-74.0,5499
2010-06-13,21.31,5499
2010-06-13,74.0,5499
2010-06-13,121.22,5912
2010-06-13,14.84,5921
2010-06-13,80.0,4829
2010-06-13,100.0,4829
2010-06-14,60.0,4829
2010-06-14,100.0,4829
2010-06-14,44.43,7538
2010-06-14,111.99,5912
2010-06-14,36.78,5970
2010-06-14,80.0,4829
2010-06-15,13.66,5300
2010-06-15,100.0,4829
2010-06-15,100.0,4829
2010-06-15,95.79,5912
2010-06-15,65.48,5411
2010-06-15,50.01,5812
2010-06-15,140.0,4829
2010-06-16,120.0,4829
2010-06-16,17.39,5541
2010-06-16,64.0,5541
2010-06-16,-64.0,5541
2010-06-16,91.88,5300
2010-06-16,120.0,4829
2010-06-16,100.0,4829
2010-06-17,100.0,4829
2010-06-17,100.0,4829
2010-06-17,33.65,7538
2010-06-17,120.7,5912
2010-06-17,100.61,5912
2010-06-17,80.0,4829
2010-06-18,80.0,4829
2010-06-18,120.0,4829
2010-06-18,79.57,5411
2010-06-18,48.99,5310
2010-06-18,12.24,5411
2010-06-19,100.0,4829
2010-06-19,38.59,5719
2010-06-19,100.0,4829
2010-06-19,80.0,4829
2010-06-19,86.4,5541
2010-06-19,77.56,5912
2010-06-19,15.45,5815
2010-06-19,15.48,5541
2010-06-19,100.0,4829
2010-06-20,76.27,4900
2010-06-20,120.0,4829
2010-06-20,100.0,4829
2010-06-20,100.0,4829
2010-06-20,92.13,5912
2010-06-20,79.36,5541
2010-06-20,100.0,4829
2010-06-21,100.0,4829
2010-06-21,120.0,4829
2010-06-21,120.0,4829
2010-06-21,80.0,4829
2010-06-21,138.9,6300
2010-06-21,92.58,5411
2010-06-21,191.56,6300
2010-06-21,73.42,5411
2010-06-21,16.34,5921
2010-06-22,80.0,4829
2010-06-22,97.36,5541
2010-06-23,100.0,4829
2010-06-23,80.0,4829
2010-06-23,415.0,3640
2010-06-24,126.18,4900
2010-06-24,120.0,4829
2010-06-24,100.0,4829
2010-06-24,120.0,4829
2010-06-24,12.34,5921
2010-06-24,100.0,4829
2010-06-25,80.0,4829
2010-06-25,100.0,4829
2010-06-26,120.0,4829
2010-06-26,120.0,4829
2010-06-26,100.0,4829
2010-06-27,122.13,4900
2010-06-27,-415.0,3640
2010-06-27,146.27,3640
2010-06-27,100.0,4829
2010-06-27,120.0,4829
2010-06-27,99.53,5912
2010-06-27,85.45,5912
2010-06-27,100.0,4829
2010-06-28,60.0,4829
2010-06-28,26.27,7230
2010-06-28,63.33,5311
2010-06-28,100.0,4829
2010-06-29,120.0,4829
2010-06-29,80.0,4829
2010-06-29,100.0,4829
2010-06-29,69.22,5311
2010-06-29,120.0,4829
2010-06-30,80.0,4829
2010-06-30,47.57,7538
2010-06-30,71.0,5541
2010-06-30,-71.0,5541
2010-06-30,9.2,5541
2010-06-30,135.46,5912
2010-06-30,80.0,4829
2010-07-01,110.61,4900
2010-07-01,88.79,5411
2010-07-01,100.0,4829
2010-07-02,100.0,4829
2010-07-02,140.0,4829
2010-07-02,140.0,4829
2010-07-02,111.49,5311
2010-07-02,13.2,5541
2010-07-02,60.0,4829
2010-07-03,100.0,4829
2010-07-03,64.68,5912
2010-07-03,41.99,5311
2010-07-03,12.81,5921
2010-07-03,100.0,4829
2010-07-04,120.0,4829
2010-07-04,88.59,5541
2010-07-04,12.57,5541
2010-07-05,141.71,4900
2010-07-05,100.0,4829
2010-07-05,46.1,7538
2010-07-05,8.15,5311
2010-07-05,84.68,5311
2010-07-05,36.67,5812
2010-07-06,120.0,4829
2010-07-06,100.0,4829
2010-07-06,60.0,4829
2010-07-06,84.09,5541
2010-07-06,100.0,4829
2010-07-06,120.0,4829
2010-07-06,80.0,4829
2010-07-07,100.0,4829
2010-07-07,15.2,7210
2010-07-07,41.21,5970
2010-07-07,484.0,3722
2010-07-07,12.36,5921
2010-07-07,6.18,5921
2010-07-07,100.0,4829
2010-07-08,31.42,5310
2010-07-08,60.0,4829
2010-07-08,100.0,4829
2010-07-08,47.62,7538
2010-07-08,83.52,5411
