date,amount,mcc
2010-03-17,4.69,5912
2010-03-18,149.58,5300
2010-03-18,25.34,5411
2010-03-19,103.28,5300
2010-03-21,23.71,5411
2010-03-21,252.01,4814
2010-03-21,5.36,5912
2010-03-24,15.52,5812
2010-03-25,134.55,5411
2010-03-25,5.27,5411
2010-03-25,65.54,5812
2010-03-26,87.2,5712
2010-03-29,6.05,5912
2010-03-30,10.83,5310
2010-03-31,100.0,4829
2010-03-31,91.77,7538
2010-04-01,20.15,5300
2010-04-01,96.77,5411
2010-04-01,4.82,5411
2010-04-02,93.52,5300
2010-04-02,3.75,5912
2010-04-03,5.03,5912
2010-04-04,20.94,5812
2010-04-05,35.11,5651
2010-04-06,6.91,4214
2010-04-06,104.47,5541
2010-04-06,88.66,5300
2010-04-06,82.75,7230
2010-04-06,46.27,5812
2010-04-07,83.64,5812
2010-04-08,370.82,5816
2010-04-08,23.85,5311
2010-04-08,4.83,5942
2010-04-09,4.86,5912
2010-04-11,370.24,6300
2010-04-11,4.24,5912
2010-04-13,43.21,5541
2010-04-13,-91.0,5541
2010-04-13,91.0,5541
2010-04-13,10.48,5541
2010-04-13,226.41,5912
2010-04-14,72.34,4814
2010-04-14,186.84,5912
2010-04-14,4.8,5942
2010-04-15,5.56,5942
2010-04-16,63.51,7230
2010-04-17,170.95,5912
2010-04-18,-68.0,5499
2010-04-18,68.0,5499
2010-04-18,43.08,5499
2010-04-19,80.0,4829
2010-04-21,20.67,5411
2010-04-22,67.03,4814
2010-04-22,147.0,5300
2010-04-22,167.41,4814
2010-04-22,241.54,4814
2010-04-22,6.39,5411
2010-04-23,102.88,5411
2010-04-23,6.03,5411
2010-04-24,99.8,5912
2010-04-24,168.31,5912
2010-04-24,17.75,5411
2010-04-25,56.22,4814
2010-04-25,9.17,5499
2010-04-25,13.59,4900
2010-04-26,100.0,4829
2010-04-26,5.08,5411
2010-04-28,127.58,5411
2010-04-28,140.0,4829
2010-04-28,30.15,4121
2010-04-29,60.97,4814
2010-04-29,93.62,5970
2010-04-29,3.78,5912
2010-04-29,342.0,3722
2010-04-30,9.54,5499
2010-04-30,17.6,5812
2010-05-02,6.47,5912
2010-05-02,13.93,5815
2010-05-03,152.13,5311
2010-05-03,-342.0,3722
2010-05-03,252.08,3722
2010-05-04,6.74,5942
2010-05-05,51.27,7230
2010-05-05,5.55,5411
2010-05-06,92.48,4900
2010-05-06,102.51,7538
2010-05-07,59.22,5411
2010-05-07,100.0,4829
2010-05-09,19.66,5812
2010-05-11,62.92,5651
2010-05-11,-71.0,5541
2010-05-11,44.87,5541
2010-05-11,71.0,5541
2010-05-11,80.0,4829
2010-05-12,124.32,5311
2010-05-13,100.0,4829
2010-05-13,4.3,5912
2010-05-14,0.75,5311
2010-05-14,7.15,5300
2010-05-15,82.0,5499
2010-05-15,-82.0,5499
2010-05-15,48.77,5499
2010-05-15,61.97,7230
2010-05-15,8.29,5912
2010-05-16,30.7,5311
2010-05-16,20.12,5814
2010-05-16,63.26,7230
2010-05-19,5.65,5912
2010-05-20,20.11,5814
2010-05-20,120.0,4829
2010-05-21,100.0,4829
2010-05-22,177.33,5912
2010-05-22,192.85,5912
2010-05-22,5.21,5411
2010-05-23,7.49,5921
2010-05-23,5.43,5411
2010-05-26,77.3,7538
2010-05-26,5.46,5912
2010-05-28,59.64,7230
2010-05-28,6.09,5912
2010-05-29,17.62,5411
2010-05-30,7.01,5921
2010-05-30,159.63,5311
2010-05-31,107.55,5311
2010-05-31,3.26,5912
2010-06-01,6.03,5912
2010-06-02,29.35,5912
2010-06-02,17.64,5411
2010-06-02,6.15,5411
2010-06-03,111.02,5300
2010-06-03,105.63,7538
2010-06-04,100.0,4829
2010-06-05,100.0,4829
2010-06-05,44.08,7832
2010-06-05,63.27,5812
2010-06-06,215.91,6300
2010-06-07,5.27,5411
2010-06-08,34.78,5651
2010-06-08,5.17,5942
2010-06-09,344.79,6300
2010-06-09,244.84,3775
2010-06-09,76.83,5261
2010-06-09,150.88,4814
2010-06-09,5.27,5411
2010-06-10,68.17,5300
2010-06-10,241.34,4814
2010-06-11,-50.0,5499
2010-06-11,50.0,5499
2010-06-11,43.0,5499
2010-06-12,100.0,4829
2010-06-13,47.11,5300
2010-06-13,5.18,5912
2010-06-14,4.46,5912
2010-06-15,8.62,5499
2010-06-15,139.34,5300
2010-06-15,7.94,5912
2010-06-16,157.16,5912
2010-06-17,4.75,5942
2010-06-20,8.19,5541
2010-06-20,4.6,5942
2010-06-21,75.9,7538
2010-06-21,6.24,5912
2010-06-22,170.88,5411
2010-06-22,6.1,5411
2010-06-23,146.25,5912
2010-06-23,63.81,5261
2010-06-24,112.8,5411
2010-06-24,5.58,5411
2010-06-25,83.44,5912
2010-06-25,19.96,5411
2010-06-25,5.03,5912
2010-06-25,5.08,5300
2010-06-26,-71.0,5541
2010-06-26,44.01,5541
2010-06-26,71.0,5541
2010-06-26,6.49,5912
2010-06-26,8.88,5541
2010-06-28,222.0,7011
2010-06-29,5.54,5912
2010-07-01,121.8,5300
2010-07-01,12.2,4900
2010-07-02,275.88,7011
2010-07-02,-222.0,7011
2010-07-02,79.31,7538
2010-07-03,59.43,7230
2010-07-03,71.78,7230
2010-07-05,69.0,5541
2010-07-05,-69.0,5541
2010-07-05,46.25,5541
2010-07-05,5.59,5411
2010-07-07,100.0,4829
2010-07-08,48.93,5499
2010-07-08,100.0,5499
2010-07-08,-100.0,5499
2010-07-08,200.37,5411
2010-07-08,3.93,5912
2010-07-08,987.39,3256
2010-07-09,100.0,4829
2010-07-09,9.59,4900
2010-07-09,5.66,5411
2010-07-10,48.74,7538
2010-07-10,0.89,5300
2010-07-12,62.61,5311
2010-07-13,100.95,4900
2010-07-13,5.19,5411
2010-07-15,101.08,5310
2010-07-16,76.73,5912
2010-07-17,110.75,5970
2010-07-17,60.0,4829
2010-07-19,127.77,5411
2010-07-19,3.43,5912
2010-07-20,120.0,4829
2010-07-20,6.68,5912
2010-07-21,106.58,5300
2010-07-21,5.14,5912
2010-07-22,4.18,5912
2010-07-23,16.01,5812
2010-07-25,95.02,5311
2010-07-26,120.0,4829
2010-07-26,4.96,5411
2010-07-26,8.44,5411
2010-07-26,28.08,4121
2010-07-27,5.11,5942
2010-07-29,91.99,5311
2010-07-29,21.25,5411
2010-07-30,57.5,7230
2010-07-30,0.78,5912
2010-07-30,69.54,5812
2010-07-31,11.3,5815
2010-08-01,9.8,5541
2010-08-01,83.47,7538
2010-08-01,5.81,5411
2010-08-02,27.14,7230
2010-08-02,5.81,5411
2010-08-03,83.96,5912
2010-08-03,5.51,5912
2010-08-04,67.0,5311
2010-08-05,9.35,5541
2010-08-06,202.0,5411
2010-08-08,12.13,5499
2010-08-08,209.48,5300
2010-08-09,7.48,5541
2010-08-09,196.89,5912
2010-08-09,19.9,5411
2010-08-09,6.14,5912
2010-08-10,100.45,4814
2010-08-11,26.96,4214
2010-08-11,53.12,5310
2010-08-12,8.9,5499
2010-08-13,27.29,5411
2010-08-13,5.78,5912
2010-08-14,15.29,5411
2010-08-14,56.88,7230
2010-08-14,14.71,5311
2010-08-15,120.0,4829
2010-08-16,208.18,5300
2010-08-16,93.0,5310
2010-08-16,120.0,4829
2010-08-16,4.62,5912
2010-08-17,6.86,5942
2010-08-17,85.7,5812
2010-08-18,5.94,5411
2010-08-19,296.0,3390
2010-08-19,162.02,7011
2010-08-19,179.0,7011
2010-08-20,4.99,5411
2010-08-21,78.6,4900
2010-08-22,11.05,5411
2010-08-23,152.77,5411
2010-08-23,15.56,5812
2010-08-23,73.79,7538
2010-08-24,-90.0,5499
2010-08-24,90.0,5499
2010-08-24,35.7,5499
2010-08-25,71.64,4814
2010-08-25,218.31,4814
2010-08-28,12.89,4900
2010-08-30,100.0,4829
2010-08-30,6.36,5912
2010-08-30,87.38,5814
2010-08-31,15.42,5814
2010-08-31,-179.0,7011
2010-08-31,170.43,7011
2010-08-31,200.62,3390
2010-08-31,-296.0,3390
2010-09-01,6.54,5912
2010-09-02,142.48,5411
2010-09-03,18.97,5814
2010-09-03,3.68,5411
2010-09-03,11.27,5815
2010-09-04,47.09,5541
2010-09-04,-95.0,5541
2010-09-04,95.0,5541
2010-09-06,120.0,4829
2010-09-07,221.35,5912
2010-09-07,13.42,4900
2010-09-07,4.08,5912
2010-09-08,97.51,5411
2010-09-08,3.11,5912
2010-09-09,5.72,5411
2010-09-10,117.09,5300
2010-09-10,114.02,5912
2010-09-11,6.03,5411
2010-09-12,171.48,5411
2010-09-13,63.38,7230
2010-09-14,185.69,6300
2010-09-14,19.35,4784
2010-09-15,75.73,7538
2010-09-15,4.01,5912
2010-09-15,64.95,7230
2010-09-15,7.4,5300
2010-09-16,46.43,5499
2010-09-16,-70.0,5499
2010-09-16,70.0,5499
2010-09-16,791.01,7531
2010-09-17,71.18,7230
2010-09-18,91.51,5310
2010-09-18,13.73,4900
2010-09-18,5.51,5912
2010-09-19,392.86,5300
2010-09-19,81.0,5499
2010-09-19,49.7,5499
2010-09-19,-81.0,5499
2010-09-19,7.0,5912
2010-09-19,6.25,5310
2010-09-19,71.54,5814
2010-09-20,15.27,5311
2010-09-20,4.26,5942
2010-09-21,10.39,5921
2010-09-21,163.94,8021
2010-09-22,100.0,4829
2010-09-22,4.38,5942
2010-09-23,9.21,5541
2010-09-23,17.64,5812
2010-09-23,52.31,5814
2010-09-24,77.02,7538
2010-09-25,150.17,5411
2010-09-26,75.21,7538
2010-09-27,67.03,7230
2010-09-28,175.32,5912
2010-09-29,5.63,5411
2010-09-30,9.64,5921
2010-10-02,4.43,5411
2010-10-02,33.72,7832
2010-10-03,138.9,5300
2010-10-04,12.32,5815
2010-10-05,35.45,5311
2010-10-05,120.0,4829
2010-10-06,51.18,5311
2010-10-06,6.2,5912
2010-10-07,119.6,5411
2010-10-07,17.66,5541
2010-10-07,219.94,4814
2010-10-07,5.06,5411
2010-10-07,0.74,5411
2010-10-08,10.71,5499
2010-10-08,5.21,5912
2010-10-09,88.94,5211
2010-10-09,92.4,5712
2010-10-09,48.63,7230
2010-10-11,229.0,3730
2010-10-11,100.0,4829
2010-10-12,98.44,5311
2010-10-12,31.15,4121
2010-10-13,13.46,5815
2010-10-14,62.17,4814
2010-10-14,23.01,5541
2010-10-14,100.0,4829
2010-10-14,6.62,5411
2010-10-14,23.79,4121
2010-10-15,375.71,3730
2010-10-15,-229.0,3730
2010-10-15,120.0,4829
2010-10-16,21.68,9402
2010-10-16,80.64,7230
2010-10-16,27.93,4121
2010-10-18,4.86,5411
2010-10-19,48.13,5499
2010-10-19,75.0,5499
2010-10-19,-75.0,5499
2010-10-19,17.8,5814
2010-10-20,-61.0,5499
2010-10-20,44.66,5499
2010-10-20,61.0,5499
2010-10-20,100.0,4829
2010-10-20,3.9,5411
2010-10-21,5.64,5912
2010-10-22,116.97,5211
2010-10-22,100.0,4829
2010-10-23,8.02,5815
2010-10-24,63.0,5499
2010-10-24,-63.0,5499
2010-10-24,50.22,5499
2010-10-24,2.25,5921
2010-10-24,4.89,5942
2010-10-25,56.33,4814
2010-10-25,24.07,5912
2010-10-26,19.11,5814
2010-10-26,5.28,5411
2010-10-26,5.92,5912
2010-10-27,5.24,5411
2010-10-27,75.89,5812
2010-10-28,59.0,5541
2010-10-28,-59.0,5541
2010-10-28,45.39,5541
2010-10-28,16.62,5411
2010-10-29,5.95,5411
2010-10-30,3.04,5942
2010-10-30,0.82,5311
2010-10-31,25.44,5499
2010-10-31,-73.0,5499
2010-10-31,73.0,5499
2010-11-01,18.6,5814
2010-11-01,80.78,7538
2010-11-01,5.99,5912
2010-11-02,120.04,5411
2010-11-03,7.63,5541
2010-11-03,22.32,5411
2010-11-03,173.9,8043
2010-11-05,5.04,5411
2010-11-07,5.4,5912
2010-11-07,0.65,5311
2010-11-08,264.55,6300
2010-11-09,83.96,7538
2010-11-10,11.13,5541
2010-11-10,65.93,4900
2010-11-11,6.04,5912
2010-11-12,240.16,4814
2010-11-13,54.14,5814
2010-11-14,169.0,3405
2010-11-14,140.0,4829
2010-11-14,5.46,5912
2010-11-14,289.0,3775
2010-11-15,4.87,5912
2010-11-15,9.18,4121
2010-11-16,5.34,5912
2010-11-17,87.46,4814
2010-11-17,6.68,5411
2010-11-17,832.64,3000
2010-11-18,5.05,5912
2010-11-19,121.45,4900
2010-11-19,-289.0,3775
2010-11-19,289.54,3775
2010-11-19,294.15,3405
2010-11-19,-169.0,3405
2010-11-20,101.98,5311
2010-11-20,5.48,5942
2010-11-21,32.99,5411
2010-11-21,13.79,5499
2010-11-21,100.0,4829
2010-11-21,7.98,5411
2010-11-22,10.35,5499
2010-11-22,3.0,5912
2010-11-23,28.3,5300
2010-11-23,4.36,5411
2010-11-24,88.69,5812
2010-11-25,4.28,5912
2010-11-26,40.0,4829
2010-11-27,71.33,5251
2010-11-29,357.34,6300
2010-11-30,233.93,4814
2010-12-01,8.49,4900
2010-12-01,5.23,5411
2010-12-02,70.84,4814
2010-12-02,0.53,5311
2010-12-03,87.95,5970
2010-12-04,5.92,5411
2010-12-05,108.2,5300
2010-12-05,19.52,5712
2010-12-05,4.9,5411
2010-12-06,4.35,5912
2010-12-07,5.3,5912
2010-12-08,60.0,4829
2010-12-09,147.81,5300
2010-12-09,4.49,5411
2010-12-10,18.47,5812
2010-12-11,336.78,6300
2010-12-11,120.0,4829
2010-12-12,72.4,5211
2010-12-12,100.0,4829
2010-12-13,97.77,5411
2010-12-14,29.31,5300
2010-12-14,12.86,5812
2010-12-14,89.46,4900
2010-12-14,5.16,5411
2010-12-14,107.0,3684
2010-12-14,388.0,3395
2010-12-15,17.24,5411
2010-12-15,5.01,5912
2010-12-16,17.02,5411
2010-12-17,58.75,5912
2010-12-17,78.17,5814
2010-12-18,82.04,7538
2010-12-18,40.0,4829
2010-12-19,17.72,5812
2010-12-19,9.9,5815
2010-12-20,144.0,5311
2010-12-20,40.0,4829
2010-12-21,16.98,5812
2010-12-21,41.15,7832
2010-12-22,90.62,5812
2010-12-23,219.82,3684
2010-12-23,-107.0,3684
2010-12-23,176.33,3395
2010-12-23,-388.0,3395
2010-12-23,91.91,5300
2010-12-24,32.48,5411
2010-12-24,6.63,5411
2010-12-25,60.66,5541
2010-12-25,-99.0,5541
2010-12-25,99.0,5541
2010-12-27,8.45,5499
2010-12-27,6.59,5411
2010-12-28,94.0,5499
2010-12-28,-94.0,5499
2010-12-28,30.36,5499
2010-12-28,11.28,4900
2010-12-29,17.53,5812
2010-12-30,877.02,3058
2010-12-30,10.44,5541
2010-12-30,3.83,5411
2010-12-31,6.1,5912
2011-01-01,265.95,4814
2011-01-02,138.0,3730
2011-01-02,190.0,4722
2011-01-03,100.0,4829
2011-01-07,278.33,3730
2011-01-07,-138.0,3730
2011-01-07,218.43,4722
2011-01-07,-190.0,4722
2011-01-07,481.0,3722
2011-01-08,74.46,4900
2011-01-08,5.42,5942
2011-01-09,3.92,5942
2011-01-09,30.3,4121
2011-01-11,-481.0,3722
2011-01-11,271.02,3722
2011-01-11,56.0,5499
2011-01-11,-56.0,5499
2011-01-11,35.29,5499
2011-01-11,56.47,7230
2011-01-11,251.57,4814
2011-01-13,100.0,4829
2011-01-13,6.36,5912
2011-01-14,79.07,7230
2011-01-14,62.54,5300
2011-01-15,41.39,5499
2011-01-15,89.0,5499
2011-01-15,66.28,4814
2011-01-15,-89.0,5499
2011-01-16,6.62,5921
2011-01-16,147.75,5541
2011-01-16,3.97,5912
2011-01-17,191.81,5411
2011-01-17,155.86,5411
2011-01-17,105.88,4900
2011-01-17,6.07,5411
2011-01-19,14.95,5411
2011-01-19,6.26,5912
2011-01-19,1065.57,4511
2011-01-20,13.17,5812
2011-01-20,100.0,4829
2011-01-21,109.26,7538
2011-01-22,65.74,4814
2011-01-22,142.96,5311
2011-01-24,128.18,5300
2011-01-25,4.58,5912
2011-01-26,63.0,5499
2011-01-26,-63.0,5499
2011-01-26,41.53,5499
2011-01-26,6.99,5499
2011-01-26,120.0,4829
2011-01-27,28.25,5912
2011-01-27,80.34,7538
2011-01-28,56.9,7538
2011-01-28,5.03,5912
2011-01-29,83.87,5719
2011-01-29,27.77,4121
2011-01-30,6.33,5411
2011-02-01,6.1,5541
2011-02-01,5.07,5942
2011-02-04,5.83,5912
2011-02-06,60.0,4829
2011-02-07,169.9,5912
2011-02-07,64.22,7230
2011-02-08,64.0,5541
2011-02-08,-64.0,5541
2011-02-08,37.37,5541
2011-02-09,11.48,4900
2011-02-09,8.11,5942
2011-02-10,148.3,5541
2011-02-10,5.71,5411
2011-02-11,10.01,5541
2011-02-11,100.0,4829
2011-02-11,100.0,4829
2011-02-11,4.95,5411
2011-02-12,3.05,5912
2011-02-13,74.39,7538
2011-02-14,10.95,5499
2011-02-14,100.0,4829
2011-02-14,120.0,4829
2011-02-14,4.1,5942
2011-02-15,100.0,4829
2011-02-16,92.88,5311
2011-02-17,67.43,7538
2011-02-17,5.29,5912
2011-02-17,8.77,5815
2011-02-18,4.3,5912
2011-02-19,5.59,5411
2011-02-20,94.04,4900
2011-02-22,20.14,5541
2011-02-23,4.75,5411
2011-02-24,5.5,5541
2011-02-24,100.0,4829
2011-02-25,5.95,5942
2011-02-25,246.0,3684
2011-02-25,434.0,3256
2011-02-27,71.08,5812
2011-02-28,106.35,5912
2011-02-28,16.57,5541
2011-02-28,4.59,5411
2011-02-28,-246.0,3684
2011-02-28,272.63,3684
2011-03-02,140.0,4829
2011-03-03,162.81,5411
2011-03-04,27.6,4121
2011-03-05,106.8,5311
2011-03-05,60.0,4829
2011-03-05,60.22,7230
2011-03-06,207.04,5311
2011-03-06,6.67,5912
2011-03-07,11.62,5815
2011-03-07,430.0,3389
2011-03-07,328.0,3771
2011-03-08,103.6,4900
2011-03-09,19.58,5814
2011-03-09,193.19,4814
2011-03-10,11.87,5411
2011-03-10,39.12,5814
2011-03-12,17.23,5411
2011-03-13,274.69,3771
2011-03-13,-328.0,3771
2011-03-13,-430.0,3389
2011-03-13,170.18,3389
2011-03-13,168.12,3359
2011-03-13,76.27,7538
2011-03-13,43.86,7832
2011-03-14,5.2,5411
2011-03-15,282.79,5310
2011-03-15,5.77,5411
2011-03-16,32.51,5541
2011-03-16,73.0,5541
2011-03-16,-73.0,5541
2011-03-16,157.15,5411
2011-03-16,4.96,5411
2011-03-18,72.82,7230
2011-03-18,5.69,5311
2011-03-18,285.0,3771
2011-03-19,10.51,5499
2011-03-19,22.57,5411
2011-03-22,6.47,5541
2011-03-22,170.49,5411
2011-03-24,50.0,5499
2011-03-24,24.29,5499
2011-03-24,-50.0,5499
2011-03-25,54.0,5541
2011-03-25,-54.0,5541
2011-03-25,42.44,5541
2011-03-25,10.37,5499
2011-03-25,100.0,4829
2011-03-25,10.17,7230
2011-03-26,18.64,5814
2011-03-26,92.16,7538
2011-03-27,123.43,3771
2011-03-27,-285.0,3771
2011-03-27,31.07,5311
2011-03-27,13.95,5311
2011-03-28,7.28,5411
2011-03-29,16.66,5411
2011-03-29,5.4,5942
2011-03-30,4.6,5912
2011-03-30,5.78,5411
2011-03-31,138.42,5541
2011-03-31,18.02,5411
2011-04-01,4.89,5942
2011-04-02,27.73,5300
2011-04-03,104.19,5211
2011-04-03,80.0,4829
2011-04-03,181.67,5912
2011-04-03,5.49,5912
2011-04-04,5.21,5942
2011-04-04,13.47,5815
2011-04-05,58.84,7230
2011-04-05,4.8,5942
2011-04-05,5.59,5912
2011-04-06,5.07,5942
2011-04-07,100.0,4829
2011-04-07,3.64,5912
2011-04-08,75.0,5499
2011-04-08,-75.0,5499
2011-04-08,52.74,5499
2011-04-09,97.71,5651
2011-04-09,251.53,6300
2011-04-09,6.41,5411
2011-04-10,100.0,4829
2011-04-11,15.88,5814
2011-04-11,6.39,5411
2011-04-12,160.48,4814
2011-04-12,6.91,5912
2011-04-13,120.88,8043
2011-04-13,5.52,5942
2011-04-14,39.17,4900
2011-04-14,5.87,5411
2011-04-15,8.72,5411
2011-04-17,97.51,5211
2011-04-17,163.3,5411
2011-04-17,0.89,5651
2011-04-18,5.07,5411
2011-04-18,30.39,4121
2011-04-20,4.87,5411
2011-04-21,443.0,3780
2011-04-23,93.27,5970
2011-04-23,18.59,5541
2011-04-24,4.85,5912
2011-04-24,11.49,5815
2011-04-25,6.17,5912
2011-04-26,295.33,3780
2011-04-26,-443.0,3780
2011-04-26,66.44,4814
2011-04-26,10.75,5499
2011-04-26,6.2,5942
2011-04-27,3.77,5912
2011-04-28,166.24,5411
2011-04-28,180.08,5411
2011-04-28,19.82,5812
2011-04-28,11.32,4900
2011-05-01,100.0,4829
2011-05-02,5.07,5411
2011-05-03,10.66,5921
2011-05-03,75.17,7538
2011-05-03,78.17,5300
2011-05-04,9.87,5541
2011-05-05,102.39,5311
2011-05-05,13.68,5411
2011-05-05,7.72,5411
2011-05-06,164.28,5411
2011-05-08,164.71,5411
2011-05-08,121.48,5411
2011-05-10,13.08,4900
2011-05-10,3.0,5411
2011-05-13,107.31,5300
2011-05-14,120.0,4829
2011-05-14,0.97,5651
2011-05-15,84.0,5499
2011-05-15,21.95,5499
2011-05-15,-84.0,5499
2011-05-15,71.18,7538
2011-05-15,5.34,5411
2011-05-16,9.31,5411
2011-05-16,89.59,5411
2011-05-17,60.0,4829
2011-05-17,100.0,4829
2011-05-18,10.95,4900
2011-05-18,3.82,5942
2011-05-18,5.55,5942
2011-05-20,104.13,4900
2011-05-20,4.2,5411
2011-05-21,100.0,4829
2011-05-21,46.03,7230
2011-05-21,6.25,5912
2011-05-22,6.02,5912
2011-05-22,12.09,4900
2011-05-23,206.99,5300
2011-05-23,51.79,5300
2011-05-23,80.0,4829
2011-05-24,177.12,5300
2011-05-24,84.66,5814
2011-05-25,43.6,5251
2011-05-25,100.0,4829
2011-05-26,4.3,5921
2011-05-26,16.5,5812
2011-05-26,58.98,7230
2011-05-27,4.05,5411
2011-05-28,4.82,5411
2011-05-29,868.98,4722
2011-05-29,100.0,4829
2011-05-29,3.78,5912
2011-05-30,15.76,5812
2011-05-30,12.03,5815
2011-05-31,9.57,5921
2011-06-01,123.92,5411
2011-06-02,10.19,5921
2011-06-02,116.82,4814
2011-06-02,5.48,5411
2011-06-03,58.78,5310
2011-06-03,179.04,5912
2011-06-03,68.47,7538
2011-06-05,100.0,4829
2011-06-05,11.87,7230
2011-06-06,5.31,5411
2011-06-06,672.65,3000
2011-06-07,297.76,6300
2011-06-07,54.44,5499
2011-06-07,-70.0,5499
2011-06-07,70.0,5499
2011-06-08,-59.0,5499
2011-06-08,26.85,5499
2011-06-08,59.0,5499
2011-06-08,111.88,4900
2011-06-08,4.4,5912
2011-06-08,366.0,3395
2011-06-08,169.0,4722
2011-06-09,60.82,5814
2011-06-10,3.15,5912
2011-06-11,16.84,5541
2011-06-12,80.92,4814
2011-06-12,16.22,5814
2011-06-12,120.0,4829
2011-06-14,-169.0,4722
2011-06-14,326.63,4722
2011-06-14,226.78,3395
2011-06-14,-366.0,3395
2011-06-15,51.28,7230
2011-06-16,56.4,7538
2011-06-17,5.6,5912
2011-06-18,11.52,5411
2011-06-18,5.29,5912
2011-06-18,69.28,7538
