date,amount,mcc
2010-02-11,16.61,5411
2010-02-12,19.30,5411
2010-02-12,52.49,5812
2010-02-13,45.06,4814
2010-02-13,24.49,5411
2010-02-14,17.59,5814
2010-02-14,81.97,5300
2010-02-14,39.51,5812
2010-02-15,5.00,5921
2010-02-15,13.14,5812
2010-02-15,14.63,5411
2010-02-16,11.81,5912
2010-02-17,16.65,5411
2010-02-17,55.80,4814
2010-02-18,5.95,5921
2010-02-18,100.04,5300
2010-02-19,18.69,5921
2010-02-19,-88.00,5541
2010-02-19,88.00,5541
2010-02-19,53.00,5541
2010-02-20,12.96,5812
2010-02-20,46.83,5812
2010-02-21,15.02,5814
2010-02-21,30.72,5812
2010-02-22,13.29,5912
2010-02-23,95.68,5912
2010-02-24,13.58,5411
2010-02-24,19.45,5411
2010-02-24,15.00,7832
2010-02-25,11.84,5411
2010-02-25,16.28,5411
2010-02-26,158.05,4900
2010-02-26,24.17,5411
2010-02-27,76.48,5541
2010-02-27,-90.00,5541
2010-02-27,90.00,5541
2010-03-01,11.00,5541
2010-03-01,19.41,5921
2010-03-01,78.69,5541
2010-03-01,52.00,5541
2010-03-01,-52.00,5541
2010-03-03,114.66,5300
2010-03-03,17.82,5411
2010-03-04,15.01,5411
2010-03-04,44.98,5311
2010-03-05,21.60,5921
2010-03-05,17.02,5541
2010-03-05,39.08,5812
2010-03-06,108.27,8043
2010-03-06,48.31,5814
2010-03-07,13.73,5812
2010-03-10,117.56,8021
2010-03-10,88.03,5300
2010-03-10,123.77,8043
2010-03-10,16.35,5541
2010-03-11,14.30,5921
2010-03-11,16.49,5411
2010-03-13,17.19,5411
2010-03-14,18.27,5814
2010-03-14,154.15,4900
2010-03-14,19.31,5411
2010-03-15,13.20,5812
2010-03-15,85.58,7538
2010-03-16,24.71,5812
2010-03-16,14.48,5815
2010-03-17,19.00,5541
2010-03-18,14.80,5812
2010-03-19,7.83,5921
2010-03-19,11.93,5815
2010-03-20,21.59,5411
2010-03-20,28.41,5310
2010-03-21,13.19,5541
2010-03-21,16.84,5541
2010-03-23,15.85,5814
2010-03-24,15.28,5411
2010-03-24,55.43,4814
2010-03-25,6.58,5499
2010-03-25,13.19,5411
2010-03-26,17.43,5541
2010-03-27,4.93,5541
2010-03-27,61.36,5912
2010-03-27,33.26,4814
2010-03-27,27.85,5411
2010-03-28,12.96,4814
2010-03-28,5.09,5651
2010-03-29,45.32,5411
2010-03-29,117.60,5311
2010-03-29,17.46,5812
2010-03-30,12.99,5300
2010-03-30,4.21,5815
2010-03-31,420.27,6300
2010-03-31,27.58,4899
2010-03-31,13.68,5812
2010-03-31,13.06,5815
2010-04-01,48.69,5300
2010-04-01,39.30,5812
2010-04-02,12.60,7832
2010-04-03,48.22,5211
2010-04-03,16.42,5411
2010-04-04,12.88,5541
2010-04-04,94.59,5912
2010-04-04,13.92,5541
2010-04-04,108.90,5541
2010-04-04,-68.00,5541
2010-04-04,68.00,5541
2010-04-05,13.62,5411
2010-04-05,17.05,5541
2010-04-06,14.72,5921
2010-04-07,13.68,5812
2010-04-07,12.94,5411
2010-04-08,174.95,4900
2010-04-09,124.01,7230
2010-04-09,59.76,5499
2010-04-09,-65.00,5499
2010-04-09,65.00,5499
2010-04-10,17.55,5921
2010-04-11,47.37,5300
2010-04-11,5.14,5921
2010-04-11,15.27,5310
2010-04-12,100.61,5411
2010-04-12,18.62,5411
2010-04-12,45.65,5812
2010-04-13,127.32,5661
2010-04-13,9.73,5814
2010-04-14,11.62,5411
2010-04-14,27.18,5541
2010-04-18,15.25,5812
2010-04-18,61.20,5912
2010-04-18,88.75,7230
2010-04-18,11.60,5815
2010-04-19,115.10,5300
2010-04-21,14.10,5812
2010-04-23,190.54,4900
2010-04-23,14.58,5814
2010-04-23,21.83,5411
2010-04-24,17.15,5411
2010-04-24,6.94,5912
2010-04-24,43.83,5300
2010-04-24,12.70,5921
2010-04-24,19.82,5411
2010-04-25,12.70,5411
2010-04-25,118.65,5912
2010-04-26,4.42,5541
2010-04-27,16.43,5411
2010-04-27,42.60,4814
2010-04-28,22.08,5921
2010-04-29,18.97,5814
2010-04-29,14.79,5921
2010-04-30,17.23,5541
2010-04-30,51.56,4814
2010-05-01,72.66,8021
2010-05-01,99.28,5912
2010-05-02,13.74,5814
2010-05-02,10.87,5814
2010-05-04,48.66,5912
2010-05-05,11.51,5812
2010-05-05,156.61,4900
2010-05-07,16.63,5411
2010-05-08,3.77,5300
2010-05-09,112.63,8049
2010-05-10,23.04,4814
2010-05-11,226.14,7802
2010-05-11,13.37,5411
2010-05-11,69.40,4814
2010-05-11,10.67,5411
2010-05-11,12.71,7832
2010-05-12,4.82,5541
2010-05-12,16.25,5921
2010-05-12,17.91,5411
2010-05-12,49.08,5812
2010-05-14,49.83,5411
2010-05-14,17.13,5411
2010-05-14,14.86,7832
2010-05-15,13.19,4814
2010-05-15,6.42,7832
2010-05-16,19.93,5411
2010-05-16,17.83,5814
2010-05-16,14.64,5812
2010-05-16,71.04,5912
2010-05-16,48.27,5311
2010-05-17,13.72,5411
2010-05-18,63.32,5311
2010-05-18,11.46,5411
2010-05-19,44.77,5211
2010-05-19,15.45,5411
2010-05-19,122.01,7538
2010-05-19,18.40,5411
2010-05-19,25.51,5812
2010-05-20,284.47,7995
2010-05-20,30.83,5912
2010-05-20,203.19,4900
2010-05-20,214.54,4900
2010-05-20,17.97,5411
2010-05-20,50.12,5812
2010-05-21,17.20,5541
2010-05-22,14.34,5411
2010-05-22,15.73,5812
2010-05-22,19.62,5921
2010-05-23,14.63,5411
2010-05-23,16.54,4814
2010-05-23,113.00,7538
2010-05-23,18.68,5921
2010-05-23,17.80,5921
2010-05-23,7.33,5311
2010-05-24,12.51,5311
2010-05-25,16.15,4814
2010-05-25,174.57,8099
2010-05-25,12.40,5815
2010-05-26,18.20,5812
2010-05-26,13.94,5411
2010-05-26,103.29,8043
2010-05-26,167.14,4900
2010-05-27,8.52,5812
2010-05-27,18.33,5541
2010-05-27,41.92,5541
2010-05-27,73.00,5541
2010-05-27,-73.00,5541
2010-05-28,18.62,5812
2010-05-28,16.77,5411
2010-05-28,8.01,7832
2010-05-29,58.99,4814
2010-05-30,17.26,5411
2010-05-31,7.27,5411
2010-05-31,87.70,5541
2010-05-31,-51.00,5541
2010-05-31,51.00,5541
2010-06-01,11.29,5814
2010-06-02,16.59,5921
2010-06-02,22.99,5411
2010-06-02,63.16,5499
2010-06-02,96.00,5499
2010-06-02,-96.00,5499
2010-06-03,16.09,5541
2010-06-04,188.01,5912
2010-06-04,12.74,5541
2010-06-05,15.09,5541
2010-06-05,17.73,5541
2010-06-06,843.49,8111
2010-06-08,5.85,5921
2010-06-09,16.05,5814
2010-06-09,92.74,7538
2010-06-09,81.00,5541
2010-06-09,-81.00,5541
2010-06-09,62.93,5541
2010-06-11,14.81,5812
2010-06-11,19.96,5541
2010-06-11,14.33,5815
2010-06-12,7.95,5541
2010-06-12,13.98,5815
2010-06-13,13.13,5812
2010-06-13,15.38,5814
2010-06-13,9.84,5411
2010-06-14,12.83,5812
2010-06-15,70.35,7538
2010-06-15,79.95,5541
2010-06-15,74.00,5541
2010-06-15,-74.00,5541
2010-06-17,48.44,5300
2010-06-17,17.06,5411
2010-06-18,36.89,5300
2010-06-18,13.30,5815
2010-06-18,10.62,7832
2010-06-19,13.65,5812
2010-06-19,76.00,5541
2010-06-19,66.25,5541
2010-06-19,-76.00,5541
2010-06-19,9.39,7832
2010-06-20,18.14,5812
2010-06-22,18.98,5251
2010-06-23,13.24,5814
2010-06-23,53.57,5499
2010-06-23,54.00,5499
2010-06-23,-54.00,5499
2010-06-24,11.44,7542
2010-06-24,15.93,5411
2010-06-26,11.63,5300
2010-06-26,33.89,5211
2010-06-26,15.69,7832
2010-06-27,15.13,5411
2010-06-27,81.45,7538
2010-06-29,5.47,5499
2010-06-29,16.33,5812
2010-06-29,69.32,5499
2010-06-29,-88.00,5499
2010-06-29,88.00,5499
2010-06-30,69.13,5411
2010-06-30,36.83,5300
2010-06-30,15.31,5812
2010-06-30,73.00,5541
2010-06-30,59.40,5541
2010-06-30,-73.00,5541
2010-07-01,19.41,5411
2010-07-01,15.70,5541
2010-07-01,54.19,5719
2010-07-01,78.95,5499
2010-07-01,-75.00,5499
2010-07-01,75.00,5499
2010-07-02,23.05,5211
2010-07-02,18.91,5812
2010-07-03,12.71,5814
2010-07-03,120.32,5912
2010-07-04,10.40,5541
2010-07-04,18.36,5411
2010-07-04,75.00,5541
2010-07-04,61.82,5541
2010-07-04,-75.00,5541
2010-07-05,12.98,5812
2010-07-05,134.14,5300
2010-07-07,3.54,5541
2010-07-07,26.23,5921
2010-07-08,15.28,5812
2010-07-08,15.93,5921
2010-07-08,324.37,8011
2010-07-09,15.97,5411
2010-07-09,19.09,5921
2010-07-10,21.68,5411
2010-07-10,131.58,5912
2010-07-10,98.00,5541
2010-07-10,-98.00,5541
2010-07-10,79.44,5541
2010-07-11,44.74,5300
2010-07-11,15.81,5411
2010-07-11,15.52,5812
2010-07-12,20.51,5812
2010-07-12,16.73,5921
2010-07-12,9.58,5310
2010-07-13,17.41,5541
2010-07-14,14.97,5977
2010-07-14,18.45,5411
2010-07-15,5.13,5921
2010-07-15,13.15,5541
2010-07-15,106.56,7230
2010-07-17,13.31,5814
2010-07-17,158.58,4900
2010-07-17,19.45,5921
2010-07-17,20.49,5541
2010-07-17,-63.00,5541
2010-07-17,63.00,5541
2010-07-17,36.22,5541
2010-07-18,5.21,5921
2010-07-18,183.05,4900
2010-07-18,24.37,5411
2010-07-19,14.66,5812
2010-07-19,141.00,3509
2010-07-19,10.33,5411
2010-07-19,24.51,5411
2010-07-20,13.95,5812
2010-07-20,17.27,5921
2010-07-20,35.20,5812
2010-07-21,15.07,5812
2010-07-21,14.54,5921
2010-07-22,-141.00,3509
2010-07-22,323.62,3509
2010-07-22,8.04,5541
2010-07-23,14.17,5411
2010-07-23,197.71,8041
2010-07-23,19.88,5411
2010-07-25,13.11,5411
2010-07-26,150.83,5651
2010-07-26,17.50,5812
2010-07-26,14.23,5812
2010-07-26,20.02,5411
2010-07-26,12.50,5411
2010-07-27,112.12,8021
2010-07-27,5.37,5499
2010-07-27,160.82,4900
2010-07-27,18.82,5814
2010-07-27,11.31,5921
2010-07-28,117.81,4112
2010-07-28,14.22,5411
2010-07-29,13.53,5812
2010-07-30,164.98,8099
2010-07-31,43.32,4899
2010-07-31,104.54,7538
2010-07-31,16.84,5411
2010-07-31,17.09,5921
2010-08-01,17.36,5411
2010-08-02,11.27,5411
2010-08-02,6.77,7210
2010-08-02,25.22,5812
2010-08-03,5.21,5499
2010-08-04,124.82,5411
2010-08-04,134.12,5300
2010-08-04,70.03,5499
2010-08-04,91.00,5499
2010-08-04,-91.00,5499
2010-08-05,7.86,5541
2010-08-05,12.75,5411
2010-08-05,69.97,7538
2010-08-05,25.64,5812
2010-08-05,-90.00,5541
2010-08-05,73.55,5541
2010-08-05,90.00,5541
2010-08-06,114.56,7230
2010-08-06,32.68,5812
2010-08-07,11.73,5411
2010-08-08,12.96,5541
2010-08-08,14.44,5812
2010-08-09,14.35,5812
2010-08-09,99.89,8021
2010-08-10,144.81,5651
2010-08-10,12.04,5411
2010-08-10,216.22,8049
2010-08-11,80.22,7230
2010-08-12,14.09,5812
2010-08-13,13.78,5814
2010-08-13,18.15,5541
2010-08-13,53.27,4814
2010-08-14,11.10,5541
2010-08-14,18.28,5411
2010-08-14,26.23,5814
2010-08-14,67.92,5499
2010-08-14,-70.00,5499
2010-08-14,70.00,5499
2010-08-15,16.14,5411
2010-08-15,22.64,5411
2010-08-16,98.23,5661
2010-08-16,15.69,5812
2010-08-17,14.09,5541
2010-08-17,48.19,4899
2010-08-17,214.73,8099
2010-08-17,10.11,5541
2010-08-17,71.70,4814
2010-08-18,13.54,5812
2010-08-18,16.07,5921
2010-08-19,2.89,5541
2010-08-19,12.92,5812
2010-08-19,13.45,5541
2010-08-19,15.85,5541
2010-08-20,49.82,4899
2010-08-20,5.20,4814
2010-08-20,8.45,5812
2010-08-20,13.79,5815
2010-08-20,13.83,5815
2010-08-21,13.89,5541
2010-08-21,20.94,5411
2010-08-22,96.17,7230
2010-08-23,9.99,5814
2010-08-23,114.39,5912
2010-08-24,12.92,5411
2010-08-24,70.72,5311
2010-08-25,12.47,5311
2010-08-26,87.68,7538
2010-08-26,15.30,5541
2010-08-26,14.61,5815
2010-08-26,15.92,7832
2010-08-26,150.00,3504
2010-08-27,13.16,5812
2010-08-27,19.80,5921
2010-08-28,14.20,5812
2010-08-28,9.12,5812
2010-08-28,-150.00,3504
2010-08-28,463.55,3504
2010-08-28,18.52,5921
2010-08-30,5.31,5541
2010-08-30,14.88,5814
2010-08-31,9.12,5812
2010-08-31,18.37,5411
2010-09-01,44.41,5193
2010-09-01,13.11,5812
2010-09-01,23.30,5411
2010-09-01,158.71,5311
2010-09-02,6.12,5499
2010-09-02,17.57,5815
2010-09-03,19.83,5541
2010-09-04,40.05,5814
2010-09-05,14.41,5814
2010-09-05,13.09,5812
2010-09-05,91.83,7538
2010-09-05,17.53,5411
2010-09-06,5.89,5499
2010-09-06,13.97,4814
2010-09-06,106.78,5912
2010-09-06,71.89,4900
2010-09-06,112.34,5912
2010-09-07,93.16,7538
2010-09-08,15.41,5812
2010-09-08,15.31,5912
2010-09-08,76.88,4814
2010-09-08,54.00,5499
2010-09-08,-54.00,5499
2010-09-08,64.59,5499
2010-09-09,46.83,5411
2010-09-10,267.25,3405
2010-09-10,53.56,7538
2010-09-10,10.75,5411
2010-09-11,223.65,4900
2010-09-11,140.92,5912
2010-09-11,21.95,5411
2010-09-12,4.15,5921
2010-09-12,19.99,5541
2010-09-12,29.45,5814
2010-09-13,175.11,4900
2010-09-14,15.91,5411
2010-09-14,77.32,7538
2010-09-14,67.00,5499
2010-09-14,64.70,5499
2010-09-14,-67.00,5499
2010-09-15,876.54,3000
2010-09-15,33.77,5411
2010-09-15,5.75,5499
2010-09-16,6.14,5499
2010-09-16,14.52,5411
2010-09-16,131.00,3395
2010-09-16,219.00,3640
2010-09-16,18.15,5541
2010-09-16,16.60,5411
2010-09-17,76.89,7538
2010-09-17,9.67,5411
2010-09-18,11.27,5814
2010-09-18,399.42,3640
2010-09-18,-219.00,3640
2010-09-18,310.25,3395
2010-09-18,-131.00,3395
2010-09-19,19.59,5411
2010-09-19,18.45,5411
2010-09-21,12.05,5814
2010-09-22,15.41,5541
2010-09-22,109.35,5541
2010-09-22,24.86,5812
2010-09-23,12.73,5411
2010-09-23,16.19,5814
2010-09-23,26.60,5411
2010-09-23,29.57,5814
2010-09-24,16.79,5921
2010-09-25,55.67,5311
2010-09-25,16.13,5812
2010-09-25,19.65,5541
2010-09-26,193.96,5310
2010-09-26,16.38,5812
2010-09-26,110.43,5311
2010-09-26,17.20,5815
2010-09-27,12.71,5411
2010-09-27,43.90,4814
2010-09-28,14.96,5310
2010-09-28,13.87,5411
2010-09-29,6.81,5541
2010-09-29,79.39,7230
2010-09-29,952.24,4722
2010-09-30,69.48,4814
2010-10-01,14.89,5541
2010-10-01,265.00,3405
2010-10-01,12.27,5411
2010-10-01,331.00,3771
2010-10-01,37.07,5814
2010-10-02,14.16,5812
2010-10-02,16.58,5812
2010-10-02,14.16,5411
2010-10-02,42.30,5814
2010-10-03,50.30,4814
2010-10-03,10.71,5541
2010-10-03,18.11,5411
2010-10-04,14.89,5812
2010-10-04,18.20,5541
2010-10-05,18.04,5411
2010-10-05,57.44,7538
2010-10-06,12.76,5812
2010-10-06,128.68,4900
2010-10-06,20.07,5411
2010-10-06,28.48,5812
2010-10-06,1297.52,3001
2010-10-07,16.83,5812
2010-10-07,15.13,5921
2010-10-07,44.52,5812
2010-10-07,45.25,5812
2010-10-08,10.63,5812
2010-10-08,18.47,5541
2010-10-08,-84.00,5499
2010-10-08,72.69,5499
2010-10-08,84.00,5499
2010-10-08,36.43,5812
2010-10-09,48.30,5311
2010-10-09,17.61,5541
2010-10-09,20.41,5411
2010-10-10,8.16,5812
2010-10-10,14.14,5411
2010-10-10,4.98,5812
2010-10-10,16.64,5411
2010-10-10,30.88,5814
2010-10-10,36.50,5812
2010-10-10,35.79,5812
2010-10-11,15.71,5812
2010-10-11,17.26,5921
2010-10-12,14.03,5541
2010-10-12,19.41,5411
2010-10-13,16.43,5411
2010-10-13,79.70,5499
2010-10-13,-77.00,5499
2010-10-13,77.00,5499
2010-10-14,13.21,5541
2010-10-14,10.35,5921
2010-10-14,13.27,7832
2010-10-15,15.76,5411
2010-10-15,30.98,5814
2010-10-16,-331.00,3771
2010-10-16,407.15,3771
2010-10-16,-265.00,3405
2010-10-16,222.82,3405
2010-10-17,13.01,5812
2010-10-17,17.47,5411
2010-10-17,13.74,7832
2010-10-18,12.14,5814
2010-10-18,19.35,5921
2010-10-19,13.27,5812
2010-10-20,10.80,5411
2010-10-21,626.49,5712
2010-10-21,11.50,5411
2010-10-22,21.69,5411
2010-10-22,17.42,5411
2010-10-23,13.88,4814
2010-10-23,14.09,5541
2010-10-23,-57.00,5541
2010-10-23,85.68,5541
2010-10-23,57.00,5541
2010-10-24,41.09,5719
2010-10-25,15.47,5411
2010-10-25,199.38,4900
2010-10-26,6.04,5499
2010-10-26,4.79,5912
2010-10-26,69.00,5499
2010-10-26,39.02,5499
2010-10-26,-69.00,5499
2010-10-26,47.04,5812
2010-10-27,11.60,5812
2010-10-27,16.66,5411
2010-10-28,15.01,5411
2010-10-28,115.58,5411
2010-10-29,87.15,7230
2010-10-30,15.40,5411
2010-10-30,79.00,5541
2010-10-30,-79.00,5541
2010-10-30,82.52,5541
2010-10-31,343.22,7995
2010-10-31,46.03,4814
2010-10-31,16.16,5812
2010-11-01,334.67,7995
2010-11-01,17.06,5541
2010-11-01,74.00,5499
2010-11-01,71.96,5499
2010-11-01,-74.00,5499
2010-11-02,40.52,5814
2010-11-03,13.88,5411
2010-11-03,176.60,4900
2010-11-03,17.18,5411
2010-11-03,49.68,5814
2010-11-04,12.00,5411
2010-11-04,53.32,4814
2010-11-04,7.87,5541
2010-11-05,36.23,5211
2010-11-05,14.39,7832
2010-11-06,34.99,5411
2010-11-06,12.31,7832
2010-11-07,19.19,5541
2010-11-08,19.52,5812
2010-11-08,35.57,7538
2010-11-08,103.16,5300
2010-11-08,18.51,5411
2010-11-09,7.47,5814
2010-11-10,6.23,5310
2010-11-11,17.34,5812
2010-11-11,49.16,5300
2010-11-11,-57.00,5499
2010-11-11,57.00,5499
2010-11-11,80.63,5499
2010-11-12,113.64,5651
2010-11-12,18.73,5541
2010-11-13,18.52,5814
2010-11-13,20.31,5921
2010-11-14,5.63,5921
2010-11-14,14.12,5812
2010-11-14,19.26,5411
2010-11-14,54.17,5814
2010-11-14,-78.00,5499
2010-11-14,78.00,5499
2010-11-14,24.97,5499
2010-11-15,16.89,5411
2010-11-16,34.69,5411
2010-11-16,13.50,5812
2010-11-17,176.18,5310
2010-11-17,18.08,5411
2010-11-18,24.45,5411
2010-11-18,54.07,4814
2010-11-19,5.62,5499
2010-11-19,46.55,5300
2010-11-19,54.86,5311
2010-11-19,153.06,5300
2010-11-21,182.62,5300
2010-11-21,11.45,5814
2010-11-21,45.38,5411
2010-11-22,98.52,7538
2010-11-23,100.78,5912
2010-11-23,78.16,7538
2010-11-23,10.69,5411
2010-11-24,13.96,5411
2010-11-24,-89.00,5499
2010-11-24,43.16,5499
2010-11-24,89.00,5499
2010-11-25,43.96,5211
2010-11-25,4.64,5541
2010-11-25,121.73,5912
2010-11-27,18.90,5921
2010-11-28,7.22,5411
2010-11-28,10.70,5300
2010-11-28,7.09,7210
2010-11-28,15.44,5541
2010-11-28,76.00,5541
2010-11-28,68.92,5541
2010-11-28,-76.00,5541
2010-11-30,8.64,5541
2010-12-02,12.97,5921
2010-12-03,14.53,5812
2010-12-03,80.61,8021
2010-12-03,-80.00,5541
2010-12-03,80.00,5541
2010-12-03,34.10,5541
2010-12-04,120.00,4829
2010-12-04,87.32,7538
2010-12-04,15.08,5411
2010-12-05,14.98,5411
2010-12-05,100.08,5300
2010-12-05,20.33,5541
2010-12-06,14.73,5812
2010-12-06,88.61,5541
2010-12-06,69.65,5499
2010-12-06,-82.00,5499
2010-12-06,82.00,5499
2010-12-07,11.72,5812
2010-12-07,13.83,4814
2010-12-07,88.00,5541
2010-12-07,70.08,5541
2010-12-07,-88.00,5541
2010-12-08,55.07,5311
2010-12-09,140.00,4829
2010-12-09,26.01,5310
2010-12-09,14.78,5411
2010-12-10,52.10,5411
2010-12-11,79.71,5300
2010-12-11,18.65,5921
2010-12-11,63.81,5541
2010-12-11,-90.00,5541
2010-12-11,90.00,5541
2010-12-11,14.77,7832
2010-12-12,5.85,5921
2010-12-12,12.98,5411
2010-12-12,16.17,5921
2010-12-12,94.00,5499
2010-12-12,72.12,5499
2010-12-12,-94.00,5499
2010-12-13,12.99,5814
2010-12-14,-79.00,5499
2010-12-14,79.00,5499
2010-12-14,66.97,5499
2010-12-15,5.63,5499
2010-12-16,45.98,5311
2010-12-16,41.69,5812
2010-12-17,17.99,5541
2010-12-18,10.92,5812
2010-12-18,107.06,4900
2010-12-18,12.10,7832
2010-12-19,15.13,5912
2010-12-19,12.35,5300
2010-12-20,13.50,4814
2010-12-20,15.46,5541
2010-12-21,189.68,8021
2010-12-21,9.72,5541
2010-12-21,150.31,5300
2010-12-23,7.02,5541
2010-12-24,14.06,5411
2010-12-24,15.17,5541
2010-12-24,105.56,8021
2010-12-24,12.82,5411
2010-12-24,110.88,7230
2010-12-25,28.25,5411
2010-12-25,16.34,5541
2010-12-26,102.44,5912
2010-12-26,17.78,5411
2010-12-27,17.55,5912
2010-12-27,7.56,5411
2010-12-27,145.74,4900
2010-12-28,135.28,4900
2010-12-29,13.21,5812
2010-12-29,78.52,7538
2010-12-30,6.44,5541
2010-12-30,11.73,5411
2010-12-31,38.34,5812
2011-01-01,9.94,5541
2011-01-02,14.26,5411
2011-01-02,11.58,5411
2011-01-03,15.41,5814
2011-01-03,126.31,5300
2011-01-03,88.28,5311
2011-01-03,11.59,5411
2011-01-04,13.59,5541
2011-01-05,5.35,5541
2011-01-05,16.90,5812
2011-01-05,117.64,5912
2011-01-06,72.77,5499
2011-01-06,64.00,5499
2011-01-06,-64.00,5499
2011-01-06,13.01,5815
2011-01-07,9.57,5411
2011-01-07,15.67,5812
2011-01-07,68.13,7538
2011-01-07,20.14,5921
2011-01-08,37.98,5311
2011-01-08,24.89,5411
2011-01-08,6.97,7832
2011-01-09,9.42,5812
2011-01-09,18.49,5411
2011-01-11,17.41,5541
2011-01-13,128.73,5661
2011-01-13,12.21,5812
2011-01-13,143.32,4900
2011-01-13,55.52,4814
2011-01-13,12.67,5411
2011-01-14,12.68,5921
2011-01-14,18.16,5921
2011-01-14,34.89,5814
2011-01-15,16.87,5411
2011-01-16,15.85,5921
2011-01-16,11.02,5311
2011-01-17,13.95,4814
2011-01-17,137.27,4900
2011-01-17,173.18,4900
2011-01-17,16.59,5541
2011-01-17,42.59,5812
2011-01-18,12.69,5812
2011-01-18,54.73,4814
2011-01-19,68.09,4814
2011-01-20,13.39,5812
2011-01-20,36.23,4899
2011-01-20,-93.00,5541
2011-01-20,75.26,5541
2011-01-20,93.00,5541
2011-01-21,19.52,5411
2011-01-21,42.20,5812
2011-01-21,96.00,5541
2011-01-21,67.01,5541
2011-01-21,-96.00,5541
2011-01-22,154.53,5661
2011-01-22,133.75,5300
2011-01-22,37.05,5812
2011-01-22,-64.00,5499
2011-01-22,58.12,5499
2011-01-22,64.00,5499
2011-01-23,202.92,4900
2011-01-23,19.46,5541
2011-01-24,12.18,5411
2011-01-24,39.84,4814
2011-01-25,12.60,5541
2011-01-26,80.53,7538
2011-01-27,15.04,5411
2011-01-27,51.00,5541
2011-01-27,29.65,5541
2011-01-27,-51.00,5541
2011-01-28,16.65,5411
2011-01-28,322.00,3684
2011-01-29,19.15,5921
2011-01-30,8.62,5411
2011-01-30,360.43,3684
2011-01-30,-322.00,3684
2011-01-30,35.23,5812
2011-01-31,65.00,5541
2011-01-31,-65.00,5541
2011-01-31,38.40,5541
2011-02-01,56.31,5300
2011-02-01,21.19,5411
2011-02-02,14.56,5411
2011-02-02,16.39,5411
2011-02-03,102.31,5300
2011-02-03,21.95,5411
2011-02-03,66.50,7230
2011-02-04,13.93,5812
2011-02-04,57.04,5719
2011-02-05,4.52,5921
2011-02-05,17.88,5411
2011-02-06,17.34,5541
2011-02-07,18.49,5541
2011-02-07,22.34,5411
2011-02-07,296.09,8011
2011-02-08,14.02,5541
2011-02-08,38.24,4899
2011-02-08,22.04,5411
2011-02-08,58.11,4814
2011-02-08,-76.00,5541
2011-02-08,76.00,5541
2011-02-08,79.55,5541
2011-02-09,14.82,5411
2011-02-10,6.48,5921
2011-02-11,13.87,5812
